source	target
PIP5K1A	RUNDC3A
PIP5K1A	SNAPC1
PIP5K1A	SNAPC3
PIP5K1A	SNAPC4
PIP5K1A	SRSF6
PIP5K1A	TBC1D3G
PIP5K1A	TMED9
PIP5K1A	TUT1
PIP5K1A	ZBTB7C
PIP5K1A	ZC3H18
PIP5K1A	ZKSCAN8
PIP5K1A	ZNF467
PIP5K1A	ZNF653
PIP5K1A	ZSCAN31
PIP5K1C	RABGGTB
PIP5K1C	SMURF1
PIP5K1C	SNX5
PIP5K1C	SRC
PIP5K1C	TLN1
PIP5K1C	TLN2
PIPOX	POT1
PIPOX	ZNF217
PIPSL	PLD1
PIPSL	PLD2
PIPSL	PLEKHA5
PIPSL	PNPLA8
PIPSL	POGZ
PIPSL	POLR3A
PIPSL	POP4
PIPSL	PRELID1
PIPSL	PRIM1
PIPSL	PRIM2
PIPSL	PRR11
PIPSL	PSKH1
PIPSL	PSMC1
PIPSL	PSMD10
PIPSL	PSMD12
PIPSL	PSMD2
PIPSL	PTOV1
PIPSL	PUS7
PIPSL	PUSL1
PIPSL	RABGGTB
PIPSL	RAD21
PIPSL	RAPGEF6
PIPSL	RB1CC1
PIPSL	RBBP8
PIPSL	RECQL4
PIPSL	RHOT1
PIPSL	RPF1
PIPSL	RPL15
PIPSL	RPL7L1
PIPSL	RPUSD4
PIPSL	SAMD1
PIPSL	SBF1
PIPSL	SENP5
PIPSL	SETD5
PIPSL	SFI1
PIPSL	SH3PXD2B
PIPSL	SKA1
PIPSL	SKA2
PIPSL	SKA3
PIPSL	SLF1
PIPSL	SLX1A
PIPSL	SMARCA1
PIPSL	SMARCA5
PIPSL	SMARCAL1
PIPSL	SMCR8
PIPSL	SPATA7
PIPSL	SRCAP
PIPSL	STAG2
PIPSL	SUV39H1
PIPSL	TAOK2
PIPSL	TASOR
PIPSL	TBX1
PIPSL	TDRD7
PIPSL	TEP1
PIPSL	THAP11
PIPSL	TIGD5
PIPSL	TLR10
PIPSL	TMEM183A
PIPSL	TOP2A
PIPSL	TOP2B
PIPSL	TPRN
PIPSL	TRIM25
PIPSL	TSPYL1
PIPSL	TSPYL4
PIPSL	TSR3
PIPSL	TSSC4
PIPSL	TTLL4
PIPSL	TTLL5
PIPSL	UTP15
PIPSL	VASH2
PIPSL	VRK1
PIPSL	WDR76
PIPSL	XRCC1
PIPSL	YTHDC1
PIPSL	YY1AP1
PIPSL	ZBTB9
PIPSL	ZC3H3
PIPSL	ZDBF2
PIPSL	ZNF518A
PIPSL	ZNF592
PIPSL	ZNF622
PIPSL	ZNF747
PIPSL	ZNF865
PIPSL	ZNHIT6
PIPSL	ZRANB3
PIR	PUF60
PISD	PSME3IP1
PISD	RAMP3
PISD	SLC22A9
PISD	SLC60A1
PISD	STK16
PISD	TMEM150A
PISD	TMPRSS5
PISD	TPK1
PISD	TUBB2A
PISD	VSIG4
PITHD1	RRM2
PITHD1	STX17
PITHD1	WDR59
PITHD1	ZDHHC19
PITPNA	PITPNB
PITPNA	SH3GLB1
PITPNA	SSUH2
PITPNA	UQCRC1
PITPNB	PRKCA
PITPNB	PRPF40A
PITPNB	SH3GLB1
PITPNB	SOD1
PITPNC1	RAB1B
PITPNC1	REEP5
PITPNC1	SCAMP5
PITPNC1	SMPD2
PITPNC1	SYP
PITPNC1	TNFRSF10D
PITPNM1	PLK1
PITPNM1	PTK2B
PITPNM1	TFCP2
PITPNM1	VAPA
PITPNM1	VAPB
PITPNM2	PTK2B
PITPNM2	VAPA
PITPNM2	VAPB
PITPNM3	PTK2B
PITPNM3	VAPA
PITPNM3	VAPB
PITPNM3	ZFPL1
PITRM1	PLEKHG6
PITRM1	PRKCSH
PITRM1	PRR27
PITRM1	REG4
PITRM1	SNX17
PITRM1	SPATA24
PITRM1	SPINK14
PITRM1	SPINK2
PITRM1	TEKT3
PITRM1	TIAL1
PITX1	PLA2G10
PITX1	PLEKHB2
PITX1	PLSCR3
PITX1	POU1F1
PITX1	PRR20A
PITX1	PRR20B
PITX1	PRR20C
PITX1	PRR20D
PITX1	PRR20E
PITX1	PSMB11
PITX1	PTK6
PITX1	RBPMS
PITX1	RHOXF2
PITX1	ROR2
PITX1	SERGEF
PITX1	SERPINE1
PITX1	SIK1
PITX1	SIRT1
PITX1	SLC15A2
PITX1	SOX2
PITX1	SPAG8
PITX1	STH
PITX1	TBX19
PITX1	TBX22
PITX1	TEKT5
PITX1	TFAP2D
PITX1	TLE5
PITX1	TP53BP1
PITX1	TRAF1
PITX1	TRAPPC2
PITX1	TRAPPC2B
PITX1	TRIM23
PITX1	TSC1
PITX1	UFSP1
PITX1	VGLL3
PITX1	YPEL3
PITX1	ZBTB32
PITX1	ZNF34
PITX2	POU2AF1
PITX2	PSMB4
PITX2	RBPMS
PITX2	SMUG1
PITX2	SPMIP9
PITX2	TBX22
PITX2	TINAGL1
PITX2	TLE5
PITX2	TRAF1
PITX2	TRIB3
PITX2	TRIM25
PITX2	UFSP1
PITX2	VGLL3
PITX2	WWOX
PITX2	YBX1
PITX2	ZNF34
PITX3	SFPQ
PIWIL1	SND1
PIWIL1	STMN1
PIWIL1	TDRKH
PIWIL2	TBCB
PIWIL4	TDRKH
PJA1	SKP2
PJA1	SLC25A18
PJA1	SMC5
PJA1	SMC6
PJA1	SPSB4
PJA1	SPTBN1
PJA1	SSH3
PJA1	TSPYL6
PJA1	UBE2D2
PJA1	UBE2D3
PJA1	USP7
PJA2	PLD1
PJA2	PRKAA1
PJA2	PRKAR1A
PJA2	PRKAR2A
PJA2	SPSB4
PJA2	UBE2D2
PJA2	UBE2D3
PKD1	PKD2
PKD1	PTK2
PKD1	PTPRG
PKD1	RGS7
PKD1	SIAH1
PKD1L1-AS1	UBB
PKD1L2	RAB3GAP1
PKD1L2	RAD21
PKD1L2	RAD50
PKD1L2	REXO5
PKD1L2	RLIM
PKD1L2	TAB2
PKD1L2	TCP11L1
PKD1L2	TRIM65
PKD1L2	ZNHIT2
PKD2	PKD2L2
PKD2	PLSCR1
PKD2	PTGIR
PKD2	RNF133
PKD2	S1PR1
PKD2	SPCS1
PKD2	TMC4
PKD2	TMEM169
PKD2	TMPRSS12
PKD2	TNNI3
PKD2	TPTE2
PKD2	TRPC1
PKD2	TTMP
PKD2L1	TNNI3
PKD2L2	TRPM4
PKD2L2	TRPM7
PKDCC	POMK
PKIA	PRC1
PKIA	PRKACA
PKIA	PRKACB
PKIA	RAN
PKIA	XPO1
PKIB	PRKACA
PKIG	PRKACA
PKIG	PRKACB
PKIG	PRKACG
PKIG	TYMS
PKLR	PKM
PKLR	PTBP1
PKLR	RASL11A
PKLR	RFXANK
PKLR	SBDS
PKLR	SPIN4
PKLR	SRD5A2
PKLR	TMEM69
PKLR	UBE2J2
PKM	PML
PKM	POLE2
PKM	PRDX2
PKM	PRKN
PKM	RAF1
PKM	REV3L
PKM	RYBP
PKM	SEMA4C
PKM	SPRED1
PKM	STUB1
PKM	SVIL
PKM	SYCP1
PKM	TINF2
PKM	TP53
PKM	TRAF4
PKM	TRAF6
PKM	TRIM25
PKM	TRIM33
PKM	TRIM35
PKM	TRIM63
PKM	UBQLN1
PKM	USP7
PKM	YAP1
PKMYT1	PLIN3
PKMYT1	PLK1
PKMYT1	PRG2
PKMYT1	PRKD1
PKMYT1	RETREG3
PKMYT1	SHISA3
PKMYT1	SLC10A1
PKMYT1	SLC30A8
PKMYT1	SLC61A1
PKMYT1	SLC71A2
PKMYT1	SPINT2
PKMYT1	STEAP3
PKMYT1	TGFA
PKMYT1	TLCD3A
PKMYT1	TMEM101
PKMYT1	TMEM106A
PKMYT1	TMEM229B
PKMYT1	TMEM9
PKMYT1	TMEM9B
PKMYT1	TMX2
PKMYT1	UMODL1
PKMYT1	ZDHHC12
PKMYT1	ZMPSTE24
PKN1	PLAGL2
PKN1	PLAUR
PKN1	PLD1
PKN1	PNMA1
PKN1	POU6F2
PKN1	PRKN
PKN1	PSMB4
PKN1	RAB3IP
PKN1	RHEX
PKN1	RHOA
PKN1	RHOB
PKN1	S100A2
PKN1	SERTAD3
PKN1	SLC39A7
PKN1	SLIRP
PKN1	SMYD3
PKN1	SPAG5
PKN1	SSX2IP
PKN1	STMN3
PKN1	STX11
PKN1	SYCE3
PKN1	THAP3
PKN1	TNFRSF1B
PKN1	TRAF1
PKN1	TRAF2
PKN1	TRIM27
PKN1	TSGA10
PKN1	UBR2
PKN1	USHBP1
PKN1	VIM
PKN1	WHAMMP3
PKN1	ZFP90
PKN1	ZNF232
PKN1	ZNF34
PKN1	ZNF488
PKN1	ZNF581
PKN1	ZRANB1
PKN2	PNMA2
PKN2	PPIAL4G
PKN2	PRKN
PKN2	PTPN13
PKN2	RHOA
PKN2	RHOB
PKN2	RPL35A
PKN2	TBC1D9
PKN2	TGFBR2
PKN2	TGM2
PKN2	UBXN6
PKN2	USP11
PKN2	VCP
PKN2	ZBTB2
PKN2	ZNF524
PKN2	ZNF747
PKN2	ZNF785
PKN2	ZNF8
PKN3	PLD1
PKN3	PNMA1
PKN3	PNMA2
PKN3	PRPS2
PKN3	PTGER3
PKN3	PTH2R
PKN3	RHOA
PKN3	S100A2
PKN3	S100A4
PKN3	S100A6
PKN3	SKAP1
PKN3	SPECC1L
PKN3	TFIP11
PKN3	TGFBR2
PKN3	TMF1
PKN3	TSPYL6
PKN3	VPS52
PKN3	VSIG4
PKN3	ZNF785
PKN3	ZNRD2
PKNOX1	SHOX
PKNOX1	TET2
PKNOX1	TRAF1
PKNOX1	VPS16
PKNOX1	VPS37C
PKNOX1	VWA5A
PKNOX2	SLC26A6
PKNOX2	SMARCD1
PKNOX2	STK16
PKNOX2	TRIB3
PKNOX2	TSG101
PKNOX2	USHBP1
PKNOX2	VPS37C
PKNOX2	VWA5A
PKP1	PLD5
PKP1	POLR2L
PKP1	PPP2R2B
PKP1	PTDSS1
PKP1	RBFOX1
PKP1	RBM24
PKP1	RMP24
PKP1	SGO2
PKP1	SLC37A4
PKP1	SPICE1
PKP1	SRRT
PKP1	SSUH2
PKP1	ST6GALNAC6
PKP1	STX17
PKP1	TEX10
PKP1	TFG
PKP1	TMT1A
PKP1	TNS2
PKP1	VIM
PKP1	ZC3HC1
PKP1	ZDHHC19
PKP2	PLEKHG4
PKP2	PNMA2
PKP2	POLR3A
PKP2	PRMT1
PKP2	PRPS2
PKP2	PTGER3
PKP2	RABEP1
PKP2	RAF1
PKP2	RBM4B
PKP2	RHOB
PKP2	ROPN1
PKP2	SFN
PKP2	SPTA1
PKP2	TACR1
PKP2	TACR3
PKP2	TEKT4
PKP2	TMEM52B
PKP2	TRNAU1AP
PKP2	USP7
PKP2	YWHAB
PKP2	YWHAE
PKP2	YWHAG
PKP2	YWHAH
PKP2	YWHAQ
PKP2	YWHAZ
PKP3	PPP2R2B
PKP3	PTDSS1
PKP3	RBM24
PKP3	RMP24
PKP3	SGO2
PKP3	SMARCD1
PKP3	SRRT
PKP3	SSUH2
PKP3	ST6GALNAC6
PKP3	STX17
PKP3	ZC3HC1
PKP4	PSEN1
PKP4	PTGER3
PKP4	RHOB
PKP4	RYK
PKP4	SCRIB
PKP4	TACR1
PKP4	TACR3
PKP4	TAX1BP3
PKP4	TMEM52B
PKP4	TRIM23
PKP4	UBASH3B
PKP4	USP15
PLA1A	RAB29
PLA2G10	PLAT
PLA2G10	POU4F3
PLA2G10	PRKD2
PLA2G10	ROR2
PLA2G10	SAXO4
PLA2G10	SNRPC
PLA2G10	SPAG8
PLA2G10	SPRED1
PLA2G10	STK16
PLA2G10	SWSAP1
PLA2G10	TARBP1
PLA2G10	TBX6
PLA2G10	TDP2
PLA2G10	TFG
PLA2G10	TGFB1
PLA2G10	TLX3
PLA2G10	TRMT44
PLA2G10	TUBB1
PLA2G10	UBA52
PLA2G10	USP22
PLA2G10	USP30
PLA2G10	VGLL3
PLA2G10	VPS37C
PLA2G10	WNT11
PLA2G10	WNT5A
PLA2G10	ZC3H10
PLA2G10	ZSWIM7
PLA2G12A	UCK1
PLA2G12A	WDTC1
PLA2G12A	WFS1
PLA2G15	SCGB2A1
PLA2G15	TCP1
PLA2G1B	UBR3
PLA2G2A	VIM
PLA2G2D	PPM1A
PLA2G2D	PRKAB1
PLA2G2D	TTC19
PLA2G2D	ZZEF1
PLA2G2E	PPP4R2
PLA2G2E	PPP4R3A
PLA2G2E	PPP4R3B
PLA2G2F	VENTX
PLA2G4A	PRKCA
PLA2G4A	S100A10
PLA2G4A	SIRT2
PLA2G4B	PPP2R2B
PLA2G4B	SRRT
PLA2G4B	SSUH2
PLA2G4B	STX17
PLA2G4D	PPP2R2B
PLA2G4D	RHBDD1
PLA2G4D	RMP24
PLA2G4D	RNF115
PLA2G4D	SARAF
PLA2G4D	SLC25A6
PLA2G4D	SLC37A4
PLA2G4D	SSUH2
PLA2G4D	ST7
PLA2G4D	STX17
PLA2G4D	TBC1D22B
PLA2G4E	PPP2R2B
PLA2G4E	PTDSS1
PLA2G4E	RIPPLY3
PLA2G4E	SARAF
PLA2G4E	SFR1
PLA2G4E	SSUH2
PLA2G4E	STX17
PLA2G4E	TBC1D22B
PLA2G4E	ZIC1
PLA2G5	TLNRD1
PLA2G5	TTPAL
PLA2G5	UBAC1
PLA2G6	RCBTB2
PLA2G6	RUSC1
PLA2G6	SERTAD2
PLA2G6	TRIM50
PLA2G6	UBXN6
PLA2G6	USP54
PLA2G6	ZBTB42
PLA2G7	PTPRN
PLA2G7	TUBA3D
PLAA	PRKN
PLAA	SCN2B
PLAA	SEMA4C
PLAA	SIGLEC12
PLAA	SRPRB
PLAA	ST6GAL1
PLAA	TPST2
PLAA	UBC
PLAA	UBXN1
PLAA	VCP
PLAA	XXYLT1
PLAAT1	POU6F2
PLAAT1	TLX3
PLAAT1	UBQLN1
PLAAT1	ZIC1
PLAAT2	RABGAP1
PLAAT2	SCAF8
PLAAT2	UBAC1
PLAAT2	UBQLN1
PLAAT2	UBQLN2
PLAAT3	PPP2R1A
PLAAT3	PRKCSH
PLAAT3	UBQLN1
PLAAT3	UBQLN2
PLAAT4	PLEKHG3
PLAAT4	PPP1R9A
PLAAT4	PRKAA1
PLAAT4	PRKAB1
PLAAT4	PTGDS
PLAAT4	RMC1
PLAAT4	SDC4
PLAAT4	SGTA
PLAAT4	SLC5A3
PLAAT4	UBE2I
PLAAT4	WWOX
PLAAT5	VCPIP1
PLAAT5	ZNF783
PLAC1	ST14
PLAC1	SUPT20H
PLAC1	SUPT7L
PLAC1	TADA1
PLAC1	TAF5L
PLAC1	TRRAP
PLAC1	VPS72
PLAC8	PLAGL2
PLAC8	PPP3CA
PLAC8	RBPMS
PLAC8	RHOXF2
PLAC8	SPMIP9
PLAC8	TRAF1
PLAC8	TRIP13
PLAC8	UBAP2
PLAC8	USP54
PLAC8	WWOX
PLAC8L1	POF1B
PLAC8L1	PTPRD
PLAC8L1	S100A7
PLAC8L1	SERPINB3
PLAC8L1	SERPINB4
PLAC8L1	TCP1
PLAC8L1	ZDHHC13
PLAC8L1	ZDHHC17
PLAC9	RAC3
PLAC9	SNAPIN
PLAC9	SRPRA
PLAC9	SSNA1
PLAC9	TENM3
PLAC9	ZFPL1
PLAGL1	TLE5
PLAGL1	TP73
PLAGL1	UBE2I
PLAGL2	PRR35
PLAGL2	RHOBTB3
PLAGL2	RIPPLY1
PLAGL2	SAMD11
PLAGL2	SEPHS1
PLAGL2	SMARCD1
PLAGL2	SPAST
PLAGL2	TEKT3
PLAGL2	TEKT4
PLAGL2	TOMM34
PLAGL2	TRAF4
PLAGL2	TRIM41
PLAGL2	VEZF1
PLAGL2	YPEL5
PLAGL2	ZNF564
PLAGL2	ZNF581
PLAT	SERPINA10
PLAT	SERPINB2
PLAT	SERPINB6
PLAT	SERPINF2
PLAT	SERPING1
PLAT	SERPINI1
PLAT	SLURP1
PLAT	ST14
PLAT	TMEM25
PLAU	PLAUR
PLAU	POTEF
PLAU	PRG2
PLAU	SDF2L1
PLAU	SERPINA5
PLAU	SERPINB2
PLAU	SERPINE1
PLAU	SERPINE2
PLAU	SFTPC
PLAU	SLURP1
PLAUR	PMP22
PLAUR	POFUT4
PLAUR	POGLUT1
PLAUR	POMGNT2
PLAUR	PXDN
PLAUR	RPUSD3
PLAUR	SGSH
PLAUR	SPRED1
PLAUR	ST3GAL4
PLAUR	TAFAZZIN
PLAUR	TATDN2
PLAUR	TOP2B
PLAUR	TRMT11
PLAUR	TUBB3
PLAUR	UBE3A
PLAUR	XRCC3
PLB1	PRKCA
PLB1	S100A1
PLB1	SETDB1
PLB1	TSEN15
PLB1	WDR47
PLB1	YWHAG
PLBD1	PMVK
PLBD1	POLE
PLBD1	POLR2L
PLBD1	PPFIBP1
PLBD1	PPP2R2B
PLBD1	PRSS16
PLBD1	PTDSS1
PLBD1	QRICH1
PLBD1	RAD17
PLBD1	RGL3
PLBD1	RHBDD1
PLBD1	RIPPLY3
PLBD1	RNF31
PLBD1	SARAF
PLBD1	SELENOF
PLBD1	SH2D3A
PLBD1	SLC25A6
PLBD1	SLC35F2
PLBD1	SPICE1
PLBD1	SPO16
PLBD1	STX17
PLBD1	SYMPK
PLBD1	TBC1D22B
PLBD1	TCP1
PLBD1	TRIP12
PLBD1	TSPAN6
PLBD1	UBXN6
PLBD1	VAV1
PLBD1	VCPIP1
PLBD1	VPS41
PLBD1	ZIC1
PLBD1	ZNF154
PLBD1	ZSWIM8
PLBD2	SCN3B
PLBD2	SKP1
PLCB1	PTGER3
PLCB1	TFCP2
PLCB1	TRPM7
PLCB2	TRPM7
PLCB3	POLR3K
PLCB3	PRKAR1A
PLCB3	RAMAC
PLCB3	RNF31
PLCB3	RYBP
PLCB3	STRN3
PLCB3	TMEM51
PLCB3	TYW3
PLCB3	ZNF174
PLCB4	REL
PLCD1	PLD5
PLCD1	PNMA2
PLCD1	PTDSS1
PLCD1	PYHIN1
PLCD1	RAB39B
PLCD1	RALA
PLCD1	RBM24
PLCD1	SCG5
PLCD1	SMARCD1
PLCD1	SRFBP1
PLCD1	SRMS
PLCD1	TEX35
PLCD1	TMTC4
PLCD1	USP6NL
PLCD3	PPP1R12A
PLCD3	PPP1R15B
PLCD3	PRICKLE3
PLCD3	RAD18
PLCD3	RANBP10
PLCD3	RELT
PLCD3	RNPS1
PLCD3	RTF1
PLCD3	S100B
PLCD3	S100P
PLCD3	SDC2
PLCD3	SETD1A
PLCD3	SF3B3
PLCD3	SHQ1
PLCD3	SPEN
PLCD3	TCOF1
PLCD3	TICAM2
PLCD3	TNIK
PLCD3	TRAT1
PLCD3	TRPC4AP
PLCD3	UBE2O
PLCD3	UBTF
PLCD3	UBXN6
PLCD3	VANGL1
PLCD3	VANGL2
PLCD3	WDR26
PLCD3	WDR70
PLCD3	ZCCHC10
PLCD3	ZNRD2
PLCD3	ZRANB2
PLCD4	PNMA2
PLCD4	PUSL1
PLCD4	SNAPC4
PLCD4	TCOF1
PLCD4	TRIM39
PLCD4	USP9X
PLCD4	UTP25
PLCD4	WDR70
PLCD4	ZNF687
PLCE1	SIAH2
PLCG1	PLD2
PLCG1	PML
PLCG1	PRKN
PLCG1	PTK2
PLCG1	RAB11A
PLCG1	RAC1
PLCG1	RASA1
PLCG1	RET
PLCG1	RHOA
PLCG1	RIN3
PLCG1	RNF7
PLCG1	SH2D1B
PLCG1	SH3BP2
PLCG1	SHANK2
PLCG1	SHANK3
PLCG1	SNX17
PLCG1	SOS1
PLCG1	SOS2
PLCG1	SPANXN4
PLCG1	SRSF2
PLCG1	TGM1
PLCG1	THEMIS
PLCG1	TTC9B
PLCG1	TUB
PLCG1	VAV1
PLCG1	WAS
PLCG1	ZAP70
PLCG1	ZNF785
PLCG2	PSMD3
PLCG2	PTPN6
PLCG2	PTTG1
PLCG2	RAD54B
PLCG2	SH2D1B
PLCG2	SHC1
PLCG2	SLC35A2
PLCG2	TP53
PLCG2	TUBA3D
PLCH1	RPLP0
PLCH1	SPANXN2
PLCH1	YWHAB
PLCH1	YWHAE
PLCH1	YWHAG
PLCH1	YWHAH
PLCH1	YWHAQ
PLCH1	YWHAZ
PLCL2	PPIL3
PLCL2	PPP1CA
PLCL2	PPP1CC
PLCZ1	SEMG1
PLCZ1	SERPINA12
PLCZ1	TGM1
PLD1	PRKAR1B
PLD1	PTGES3
PLD1	RALA
PLD1	RHEB
PLD1	RHEX
PLD1	RHOA
PLD1	RHOB
PLD1	RYK
PLD1	SIRT1
PLD1	SLC31A1
PLD1	SNCA
PLD1	SPACA1
PLD1	SPIRE1
PLD1	SYNC
PLD1	TCF3
PLD1	TEX264
PLD1	TMEM63C
PLD1	TMEM74
PLD1	TNFRSF19
PLD1	TP53BP1
PLD1	UBE2O
PLD1	VHL
PLD1	ZCCHC10
PLD1	ZRANB2
PLD2	PPP4R1L
PLD2	PRKCD
PLD2	PTGES3
PLD2	RAC2
PLD2	RAMP3
PLD2	SPC24
PLD2	SRC
PLD2	STUB1
PLD2	TEX264
PLD2	TMEM169
PLD2	TMEM74
PLD2	TNFRSF19
PLD2	TSPAN3
PLD2	TTC9C
PLD2	TUBA4A
PLD2	TUBB
PLD2	TUBB4B
PLD2	UNG
PLD2	VCPIP1
PLD2	VHL
PLD2	VSIG8
PLD2	ZCCHC10
PLD2	ZNRD2
PLD3	PLD4
PLD3	PNPLA6
PLD3	SMCO4
PLD3	TM9SF1
PLD3	TM9SF3
PLD3	TMPRSS11B
PLD3	TMPRSS2
PLD3	TMPRSS4
PLD4	RPN2
PLD4	TM9SF1
PLD4	TM9SF3
PLD4	TMX3
PLD5	S100A3
PLD5	SELENBP1
PLD5	SERPINB13
PLD5	TGM1
PLD5	TGM3
PLD5	TRIM29
PLD5	TSPAN7
PLD5	TTC1
PLD5	UNC45A
PLD5	VSIG8
PLD6	SCN4A
PLD6	SFN
PLD6	SIDT2
PLD6	SLC9A6
PLD6	SPPL2B
PLD6	TCIRG1
PLD6	TDRKH
PLD6	TTMP
PLD6	TTYH1
PLEC	PPP2R2B
PLEC	PRKN
PLEC	PTDSS1
PLEC	RAPGEF5
PLEC	RPS10
PLEC	RPS29
PLEC	SBDS
PLEC	SFN
PLEC	SMC3
PLEC	SPTAN1
PLEC	STX17
PLEC	TRIM67
PLEC	VIM
PLEC	VIRMA
PLEC	WNK1
PLEK	SARAF
PLEK	WDR75
PLEK2	ZNRD2
PLEKHA1	PPP1R15A
PLEKHA1	PTPN13
PLEKHA1	RHOB
PLEKHA1	SH3BP4
PLEKHA1	SNTG1
PLEKHA1	WDR45B
PLEKHA1	YWHAG
PLEKHA1	YWHAH
PLEKHA1	ZNF610
PLEKHA2	RAD18
PLEKHA2	SNTA1
PLEKHA2	SNTB1
PLEKHA2	SNTB2
PLEKHA2	SNTG1
PLEKHA2	TEPSIN
PLEKHA2	TRIM23
PLEKHA2	UBE2Z
PLEKHA2	UTRN
PLEKHA2	YWHAE
PLEKHA2	YWHAG
PLEKHA2	YWHAH
PLEKHA2	YWHAQ
PLEKHA2	YWHAZ
PLEKHA3	PLEKHA8
PLEKHA3	RNMT
PLEKHA3	SEC23B
PLEKHA3	SEC24B
PLEKHA3	SEC24D
PLEKHA3	SH2B2
PLEKHA3	TCL1B
PLEKHA3	YWHAE
PLEKHA3	YWHAG
PLEKHA3	YWHAH
PLEKHA3	YWHAZ
PLEKHA4	PRKAA1
PLEKHA4	PTPN11
PLEKHA5	PNMA2
PLEKHA5	PPP2R5A
PLEKHA5	RBFOX1
PLEKHA5	RHOB
PLEKHA5	TRIM52
PLEKHA5	YWHAB
PLEKHA5	YWHAE
PLEKHA5	YWHAG
PLEKHA5	YWHAH
PLEKHA5	YWHAZ
PLEKHA5	ZNRD2
PLEKHA6	TCEAL9
PLEKHA6	UBE2Z
PLEKHA6	ZMYND19
PLEKHA7	PPL
PLEKHA7	RDH12
PLEKHA7	RHOH
PLEKHA7	S100A2
PLEKHA7	SFN
PLEKHA7	SOWAHB
PLEKHA7	STMN3
PLEKHA7	TRAF4
PLEKHA7	TSGA10
PLEKHA7	TSPAN33
PLEKHA7	YWHAB
PLEKHA7	YWHAE
PLEKHA7	YWHAG
PLEKHA7	YWHAH
PLEKHA7	YWHAQ
PLEKHA7	YWHAZ
PLEKHA7	ZMAT5
PLEKHA8	PLEKHA8P1
PLEKHB1	RAP1GDS1
PLEKHB1	RBFOX2
PLEKHB1	RNF11
PLEKHB1	SH2D2A
PLEKHB1	SIDT2
PLEKHB1	TAS1R2
PLEKHB1	TCF7L2
PLEKHB1	VENTX
PLEKHB1	WFS1
PLEKHB1	ZDHHC17
PLEKHB2	POGZ
PLEKHB2	PROP1
PLEKHB2	RHBDD1
PLEKHB2	RPS27A
PLEKHB2	SFT2D1
PLEKHB2	SNRPB
PLEKHB2	STAM2
PLEKHB2	SYNGR1
PLEKHB2	TAX1BP1
PLEKHB2	TMEM231
PLEKHB2	TNFRSF10A
PLEKHB2	TRARG1
PLEKHB2	TUSC5
PLEKHB2	UBA52
PLEKHB2	UBAC1
PLEKHB2	UBAP2
PLEKHB2	UBASH3A
PLEKHB2	UBB
PLEKHB2	UBC
PLEKHB2	UBQLN2
PLEKHB2	UBXN6
PLEKHB2	YOD1
PLEKHB2	ZFAND2A
PLEKHF1	POTEI
PLEKHF1	TNFAIP8
PLEKHF1	TNNT1
PLEKHF2	PPCDC
PLEKHF2	PPP1R18
PLEKHF2	PRDM14
PLEKHF2	PRKAG1
PLEKHF2	PRKAR1A
PLEKHF2	PRPSAP1
PLEKHF2	PTPN3
PLEKHF2	PWWP2A
PLEKHF2	RAB28
PLEKHF2	RAB41
PLEKHF2	RABAC1
PLEKHF2	RADX
PLEKHF2	RARA
PLEKHF2	RASGEF1B
PLEKHF2	RGS10
PLEKHF2	RGS8
PLEKHF2	RPAP2
PLEKHF2	RPE
PLEKHF2	RPRM
PLEKHF2	RPS21
PLEKHF2	RSPO2
PLEKHF2	RTN1
PLEKHF2	RTN3
PLEKHF2	RTN4
PLEKHF2	S100A1
PLEKHF2	S100A13
PLEKHF2	SAAL1
PLEKHF2	SAMD11
PLEKHF2	SCYL1
PLEKHF2	SEC14L4
PLEKHF2	SEPTIN2
PLEKHF2	SEPTIN5
PLEKHF2	SEPTIN6
PLEKHF2	SETBP1
PLEKHF2	SFN
PLEKHF2	SNRNP35
PLEKHF2	SOST
PLEKHF2	SPATA24
PLEKHF2	SPEF1
PLEKHF2	SPON2
PLEKHF2	STAMBPL1
PLEKHF2	STK3
PLEKHF2	SYT16
PLEKHF2	TBCEL
PLEKHF2	TBX3
PLEKHF2	TCAP
PLEKHF2	TCEANC
PLEKHF2	THAP10
PLEKHF2	THG1L
PLEKHF2	TNFAIP8
PLEKHF2	TNFAIP8L1
PLEKHF2	TP53BP2
PLEKHF2	TRAF6
PLEKHF2	TRAM1L1
PLEKHF2	TRAPPC3
PLEKHF2	TRIAP1
PLEKHF2	TRIM22
PLEKHF2	TSC22D3
PLEKHF2	TTC9C
PLEKHF2	TXNL4B
PLEKHF2	UBE2Z
PLEKHF2	UGP2
PLEKHF2	USF1
PLEKHF2	XCR1
PLEKHF2	XRN2
PLEKHF2	YIF1A
PLEKHF2	YY1
PLEKHF2	ZBTB6
PLEKHF2	ZDHHC24
PLEKHF2	ZFYVE26
PLEKHF2	ZNF165
PLEKHF2	ZNF250
PLEKHF2	ZNF263
PLEKHF2	ZNF398
PLEKHF2	ZNF439
PLEKHF2	ZNF581
PLEKHG1	S100A2
PLEKHG2	SKP2
PLEKHG2	YWHAH
PLEKHG3	PNRC2
PLEKHG3	RHOB
PLEKHG3	S100A2
PLEKHG3	S100B
PLEKHG3	S100P
PLEKHG3	SAA1
PLEKHG3	SLC39A3
PLEKHG3	STAG3L3
PLEKHG3	TMEM147
PLEKHG3	UBXN7
PLEKHG3	YWHAG
PLEKHG3	YWHAH
