	αCD3_5min	αCD3_αCD226_5min	αCD3_αICOS_5min	αCD3_αCD2_5min	αCD3_10min	αCD3_αCD226_10min	αCD3_αICOS_10min	αCD3_αCD2_10min
GOBP_INORGANIC_ION_HOMEOSTASIS	0.8831791536138794	0.9226177545669563	1.2274911722713033	1.1786235955710767	0.5722340074782541	1.0113615023906264	1.620284811434162	0.4588830053866065
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY	0.33552897287430583	0.5641102523027719	1.5121307517471154	0.6193845754003067	0.5118833609788743	1.1087731188407466	0.8726006648440432	0.8651421980597325
GOBP_INTERLEUKIN_6_PRODUCTION	1.574306922755636	0.6353009244666417	0.30588853028430996	0.3755977369062421	0.7902310159773268	0.468325116428781	0.398717153791855	0.01991083337806401
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	0.6197108509454812	0.14559819281231165	1.8048206787211643	0.14444557967333255	0.4344965276517459	0.8016323462331667	0.2655753450355566	0.3919312266753386
GOBP_JNK_CASCADE	0.06747674025391143	2.060697840353614	0.5970275540001759	0.31742041185215064	0.07480544598733681	0.4996870826184039	0.18676242200434573	0.12493873660829995
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	0.15250604081728675	0.592992971357635	0.9634987152865683	0.5950738704672964	2.001925921036042	0.16871766118688716	1.4452738874676678	0.6975817416240985
GOBP_LEUKOCYTE_MIGRATION	0.6181269709106756	0.5352507890521839	0.17834343946288714	0.26413596543461115	1.3107438734333419	1.2849431757705272	1.2051058956375762	0.41410850636692487
GOBP_LOCALIZATION_WITHIN_MEMBRANE	0.5687786041366341	0.422394271913983	0.666093585514044	0.5013585661213938	2.129873954283814	1.2041199826559248	0.5266454166098004	0.29344582122082413
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	0.10162211509587006	0.6321572355310036	1.179128295781164	0.8729023799970559	2.345863628503766	0.16095751592662405	0.7681670294770429	0.8070332982049593
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	0.342155230655546	0.8201535939942018	1.5489156231430574	0.5853953942304039	1.11613565621459	0.16780211224038474	0.42322413802018954	0.2376376498054533
GOBP_MAINTENANCE_OF_LOCATION	0.24633266683746335	0.5023570781357359	1.5139343422731353	0.8039789836471293	0.0465166957919714	0.2994224880350782	0.8455901584600058	0.34314367265703233
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	0.03439483817651814	0.12256089619547529	0.07655710222147603	1.3149200559924206	0.0931405394080876	0.018707365036442478	0.17016627654567684	0.047424649928138114
GOBP_MICROTUBULE_BASED_PROCESS	1.218390613607727	0.8503836364759406	1.3362373038913489	1.7408011493819702	1.1000168850964698	0.800735043265403	0.15621601388357445	0.4252345064306167
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	1.0464134865332761	0.7812486260936541	1.3050825396751788	1.876395502480765	1.0436301681181837	1.24145591767642	0.10310168890669899	0.3518495978329641
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	1.2094098712224461	1.0675993734978102	0.9886290908312977	1.1446483256201905	0.3324384599156054	1.4745284441413833	0.0738760836867237	0.6527198370555719
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.8851457427351527	0.3352778395991559	0.918922644847634	0.662247197311279	0.3460920585630051	1.8293037728310253	0.4040641216455434	0.09691001300805639
GOBP_MICROTUBULE_POLYMERIZATION	0.7398062583074241	0.7492665328773039	1.7445537423511077	0.8586708472035308	0.37989550597839494	0.25233807176425677	0.3250187414624847	0.3185483995871668
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	1.1962187128976165	1.2094192600538956	2.230959555748573	1.1731368634316277	0.879473017011255	0.41983741422078297	0.465090167298127	0.42050583657077895
GOBP_MITOCHONDRION_ORGANIZATION	0.2759071667800668	0.08054664639679489	0.27335856906612277	0.08776142772959118	0.2827246890013355	0.620777732797317	1.3673055417577187	0.9839582010449471
GOBP_MITOTIC_CELL_CYCLE	0.40560290201456595	0.5998917667449443	0.07979645638490956	1.5198279937757198	0.304108551717915	0.3990436801221851	0.13386942830991178	0.437916455709613
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	0.0833875208836483	1.290518504985731	0.20682088990109374	1.4521328220718306	0.4442081336030079	0.004740678166556843	0.40792422957863855	0.23450546613654397
GOBP_MITOTIC_CELL_CYCLE_PROCESS	0.24587473076292596	0.28942519733582495	0.061053965409978005	1.3432991583788354	0.2798617783387575	0.38358545420975554	0.05680883704015574	0.5236068166694703
GOBP_MONOATOMIC_ION_HOMEOSTASIS	0.5994421745897852	0.8876363696668731	1.2664524991766903	0.7260282370700548	0.7393867464275828	1.0199416840725926	1.781516028004414	0.48720482999019304
GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	0.19536214362710821	1.0618618573514436	1.50660166039101	0.5201856831427356	0.6709719177138067	0.5753844027413368	1.109747237713229	0.24573736100631546
GOBP_MONOATOMIC_ION_TRANSPORT	0.33554457015137196	0.8460162105082676	1.3556990918342	0.6873881317862037	0.40170015754534444	0.3304517046546784	0.7814078927174868	0.18833898670623161
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	0.7008644216556819	0.5586369402374561	0.06369306542605656	0.02308165274764297	0.6842467475153126	1.6962183933452422	0.5993708528171812	0.1080551282132276
GOBP_MUSCLE_CELL_PROLIFERATION	1.9120448296448727	0.17312678009194224	0.012528594241938397	0.003170046789506585	0.3059128082941807	1.015712625208764	0.12943207415557426	0.2947509299220806
GOBP_MUSCLE_TISSUE_DEVELOPMENT	0.08260934066522439	0.1637979910085569	0.10099140938613832	0.1434221423023131	0.11409540732918828	1.4893557111366742	0.2615833681992026	0.6488911399927012
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	0.0017291110375459665	0.5065762340579381	0.0011093096245904288	0.011854927875945201	0.2722582530939567	0.050744542631654135	1.7805573201495224	0.508461006925909
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	0.5750285000416676	0.04765498378763603	0.619788758288394	0.01079339515394688	0.10645533091428679	0.025855593191127766	20.0	0.021120587024560475
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	1.6726109052274016	1.5544425643831634	0.41565858678610335	0.6498882095470995	0.919670043147278	0.6820537623682593	0.7225574016135362	1.0032566423338436
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	0.8507019175322554	0.039445173007220106	0.9637878273455555	0.00045121508672153814	0.3180633349627615	0.11809931207799451	20.0	0.004044157870191972
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	1.3083821939180036	2.0009640281026204	1.7639268959519843	1.2990954958867822	1.0961540607163998	0.8491807444117226	0.9656523867921581	1.2638726768652242
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1.7693773260761394	0.923829472990181	1.1191615901825922	0.38955524740838127	1.6641717053619314	0.5537301666020294	1.7454422150235194	1.1769950980539259
