condition	Name	Term	ES	NES	pval	fdr	FWER p-val	Tag %	Gene %	Lead_genes	kinase
αCD3_αCD2_10min	prerank	CK2A1	0.30778682241916466	0.768118006487399	0.8591101694915254	0.9161699981418067	1.0	15/49	28.22%	IL16;HTT;CLIP1;CDC27;YWHAQ;CHD4;CDC25B;ABCF1;MAPK1;EIF4G1;NCOA2;CDC25C;HMGN1;ANP32A;MDC1	CK2A1
αCD3_αCD2_10min	prerank	CDK1	0.28354609277304293	0.7638379320751523	0.9091826437941474	0.9060316432477739	1.0	46/109	35.60%	MKI67;MAPK3;LIG3;IL16;LIMD1;SCML2;CDC27;PIK3C2A;TPR;NUP50;BORA;SRRM2;CDC25B;EP300;NCOA3;ARHGEF2;ZC3H11A;GIGYF2;FOXO1;NUP98;EPB41;STMN1;ABI1;INCENP;ZC3HC1;LMNB1;EIF4G1;CDC25C;RB1;RANBP2;STIM1;PPP1R13L;NCL;CDCA2;MPLKIP;BAD;RFC1;SKA3;ERCC6L;ADD1;SEPTIN9;PML;H1-4;RPS6KB1;CEP55;KAT5	CDK1
αCD3_αCD2_10min	prerank	PAK1	0.35009934243818863	0.7569611602207926	0.8347107438016529	0.89919797979279	1.0	13/18	41.84%	SPEN;ARHGEF2;STMN1;DYNLL1;GIT1;NF2;MAP3K1;BAD;PXN;RAF1;PCBP1;ARHGDIA;VIM	PAK1
αCD3_αCD2_10min	prerank	AurA	0.3368607265554723	0.7344667594681477	0.8401442307692307	0.9075719481071077	1.0	9/16	44.71%	TACC3;CDC25B;ARHGEF2;WDR62;MAP9;DLGAP5;MCM2;HNRNPK;LIMK1	AurA
αCD3_αCD2_10min	prerank	HIPK2	-0.3816966640687844	-0.7200699554707821	0.8052805280528053	0.908485047650345	1.0	1/5	3.12%	SIRT1	HIPK2
αCD3_αCD2_10min	prerank	ATR	0.32319896510813606	0.7160343530604186	0.8724428399518652	0.9112823026996895	1.0	2/19	13.21%	PRKDC;BORA	ATR
αCD3_αCD2_10min	prerank	CDC7	0.4086453135000881	0.715832495566318	0.8670212765957447	0.8973939145190241	1.0	3/6	43.89%	NCL;MCM2;MFAP1	CDC7
αCD3_αCD2_10min	prerank	JNK1	0.2814568312516604	0.6303841823276776	0.9394977168949772	0.949959336938711	1.0	10/22	36.67%	LIMD1;CDC25B;NCOA3;JUNB;ATN1;CDC25C;EIF4ENIF1;WDR62;PXN;RPTOR	JNK1
αCD3_αCD2_10min	prerank	LYN	0.296448248077953	0.6053354105734801	0.9462102689486552	0.9505136577207932	1.0	5/12	33.88%	TRIM28;NMT1;SLAMF1;GCSAM;ACLY	LYN
αCD3_αCD2_10min	prerank	CAMK2A	-0.2782907502482508	-0.576151062373398	0.9817518248175182	0.9657574761748274	1.0	1/6	5.74%	ETS1	CAMK2A
αCD3_αCD2_5min	prerank	ROCK1	0.7462849745335501	1.4047710406024219	0.06718346253229975	1.0	0.914	3/8	7.96%	PPP1R12A;ARHGAP35;LIMK1	ROCK1
αCD3_αCD2_5min	prerank	HIPK2	-0.7122734295130759	-1.395400863711517	0.12544802867383512	1.0	0.797	2/5	3.94%	EP300;SIRT1	HIPK2
αCD3_αCD2_5min	prerank	PKCB	0.7568013190436931	1.340720145696474	0.0975609756097561	1.0	0.983	6/6	24.69%	PRKCB;EPB41;PRKAA1;GSK3A;STMN1;ATF2	PKCB
αCD3_αCD2_5min	prerank	PDK1	0.688813113955269	1.2782272071630554	0.15147453083109919	1.0	0.995	3/7	19.20%	RPS6KA1;PRKCD;MAP2K2	PDK1
αCD3_αCD2_5min	prerank	Syk	0.684980402805532	1.263944559600131	0.1456953642384106	1.0	0.998	3/7	17.39%	PLCG1;HCLS1;LCP2	Syk
αCD3_αCD2_5min	prerank	ERK2	0.47556910866133834	1.2583068973440505	0.10767590618336886	1.0	0.998	22/54	28.96%	RPS6KA1;RGS19;RPS6KA3;ERF;HELLS;MKNK1;BRAF;DMTN;ETS1;CRTC2;NUP50;NUP153;NUP214;EIF4G1;NCOA2;SORBS3;RPTOR;ATF2;ABI1;MAPK1;TOP2A;ADAM17	ERK2
αCD3_αCD2_5min	prerank	PKCB iso2	0.6870769935797101	1.2500066265688845	0.1546811397557666	1.0	0.998	6/7	31.42%	MYH9;PRKCB;EIF4G1;GSK3A;ATF2;LMNB1	PKCB iso2
αCD3_αCD2_5min	prerank	PRKD1	0.6049527849503997	1.2371621890903517	0.19138149556400508	1.0	1.0	6/10	33.22%	VASP;KAT7;MARK2;PI4KB;HDAC7;OSBP	PRKD1
αCD3_αCD2_5min	prerank	Akt3	0.716999666141978	1.2272968204770178	0.18353576248313092	1.0	1.0	3/5	17.23%	IWS1;BRAF;ADAR	Akt3
αCD3_αCD2_5min	prerank	CK1A	-0.5410887595719716	-1.2081741895800078	0.23828125	1.0	0.952	2/7	2.71%	CARD11;SRPK2	CK1A
αCD3_αCD2_5min	prerank	Ret	0.7062231793329068	1.2056974391301833	0.20877659574468085	1.0	1.0	2/5	9.68%	PLCG1;MAPK3	Ret
αCD3_αCD2_5min	prerank	MAPKAPK2	0.5229892426751006	1.1910715129087632	0.23076923076923078	1.0	1.0	8/19	26.17%	PARN;LIMK1;CEP131;PFKFB3;RCSD1;RBM7;NELFE;MDM2	MAPKAPK2
αCD3_αCD2_5min	prerank	PRKD2	0.6713344316309718	1.1590868386588515	0.2633093525179856	1.0	1.0	5/5	33.14%	VASP;MARK2;PI4KB;PRKD2;HDAC7	PRKD2
αCD3_αCD2_5min	prerank	PKCZ	0.6447083533534536	1.1478052165053647	0.2979310344827586	1.0	1.0	3/6	32.57%	VIM;MARK2;NCOA3	PKCZ
αCD3_αCD2_5min	prerank	PLK1	0.4592331130180615	1.1408785669935064	0.2847682119205298	1.0	1.0	13/33	28.38%	CLIP1;GTSE1;OPTN;KAT7;CDC27;MAP2K2;WDR62;PCNT;VIM;MDC1;MDM2;RACGAP1;TOP2A	PLK1
αCD3_αCD2_5min	prerank	P38A	0.48882809465379606	1.1312611916457953	0.3001186239620403	1.0	1.0	14/21	46.02%	MKNK1;LIMK1;MAP4;BAZ1B;ATF2;ADAM17;RB1;NCOA3;PTPN7;PXN;BUB3;STAT3;MRTFA;CDKN1A	P38A
αCD3_αCD2_5min	prerank	PKCI	-0.5142650824466958	-1.1279109875157034	0.3106060606060606	1.0	0.983	1/7	1.07%	EP300	PKCI
αCD3_αCD2_5min	prerank	Fyn	0.5199329926675679	1.1215305908951765	0.3365500603136309	1.0	1.0	3/15	10.91%	RPS6KA3;FYB1;AGAP2	Fyn
αCD3_αCD2_5min	prerank	Akt2	0.6350246085552022	1.1101612087944306	0.3401920438957476	1.0	1.0	4/6	32.73%	ADAR;EDC3;RACGAP1;NF2	Akt2
αCD3_αCD2_5min	prerank	JNK2	0.6077967139705333	1.10799124950969	0.3458333333333333	1.0	1.0	3/6	24.69%	LIMD1;BAZ1B;ATF2	JNK2
αCD3_αCD2_5min	prerank	PKCA	0.4266625033344505	1.0888057082867832	0.34913793103448276	1.0	1.0	22/41	32.24%	MYH9;PLCG1;SPN;ARHGAP35;VASP;MBD4;CD3G;PFKFB3;DOCK8;EPB41;PTPN22;EIF4G1;PRKAA1;GSK3A;KCNAB2;VIM;ATF2;ARHGDIA;ADAM17;PRKD2;IQGAP1;CSNK1D	PKCA
αCD3_αCD2_5min	prerank	ERK1	0.41430760032494673	1.0824504621246607	0.35394456289978676	1.0	1.0	21/47	32.32%	MKNK1;BRAF;MAPK3;NUP50;NUP153;LIMA1;NUP214;RAB5A;BAZ1B;EIF4G1;NCOA2;SORBS3;STMN1;RPTOR;ATF2;ABI1;TOP2A;ADAM17;SEC16A;PCBP2;ARHGEF2	ERK1
αCD3_αCD2_5min	prerank	PKCE	0.5527890344475432	1.0701641691743178	0.40328697850821743	1.0	1.0	5/8	31.58%	RAB5A;ATF2;ADAM17;PRKD2;IQGAP1	PKCE
αCD3_αCD2_5min	prerank	AurB	0.4336326013372264	1.0577838979440906	0.41065482796892344	1.0	1.0	11/29	30.02%	INCENP;KIF20A;RBM14;AHNAK;MKI67;NELFE;VIM;PLEC;RACGAP1;H2BC12;RB1	AurB
αCD3_αCD2_5min	prerank	Cot	0.6269117085240389	1.050934947160098	0.42296918767507	1.0	1.0	4/5	29.20%	RPS6KA1;MAP2K2;EIF4G1;CHEK1	Cot
αCD3_αCD2_5min	prerank	IKKA	0.5965759912073482	1.0484321157896226	0.43983402489626555	1.0	1.0	4/6	32.57%	NCOR2;NFKB2;RELB;NCOA3	IKKA
αCD3_αCD2_5min	prerank	DNAPK	0.5392625224498635	1.0454235304112143	0.44430538172715894	1.0	1.0	1/9	1.80%	POLR2A	DNAPK
αCD3_αCD2_5min	prerank	Lck	0.5176673274285761	1.0415636319272883	0.44030808729139925	1.0	1.0	3/11	17.39%	PRKCQ;VAV1;LCP2	Lck
αCD3_αCD2_5min	prerank	p90RSK	0.46734312857189403	1.0334051050392439	0.4579780755176614	1.0	1.0	8/16	29.20%	EIF4B;TERF2IP;VASP;REPS1;RPTOR;METTL1;PDCD4;CHEK1	p90RSK
αCD3_αCD2_5min	prerank	Src	0.38191892305886843	1.0095634823977309	0.49684873949579833	1.0	1.0	21/55	32.32%	MYH9;RPS6KA3;ARAF;ARHGAP35;ETS1;PRKCD;HLA-B;PLEKHG2;MAPRE1;ITGB7;ARHGEF7;RAPGEF1;MDM2;PBK;TRIM25;ARHGDIA;PRKD2;ARHGAP5;IQGAP1;THRAP3;ARHGEF2	Src
αCD3_αCD2_5min	prerank	CK1D	0.5564308347357542	1.008480718290863	0.49182561307901906	1.0	1.0	4/7	32.57%	APC;MDM2;PRKD2;NCOA3	CK1D
αCD3_αCD2_5min	prerank	P38B	-0.5002941038688611	-1.0064397604790154	0.4346153846153846	1.0	0.994	1/6	1.07%	EP300	P38B
αCD3_αCD2_5min	prerank	CDK1	0.349592969789079	0.9786481850108251	0.5640243902439024	1.0	1.0	44/109	33.96%	EML3;LIMD1;POLR2A;TPR;INCENP;ATAD5;IL16;KIF20A;USP1;SRRM2;MAP4;MAPK3;SCML2;PIK3C2A;AHNAK;NUP50;KAT7;MKI67;CDC27;GIGYF2;EPB41;ZC3H11A;EIF4G1;TMPO;VGLL4;SEPTIN9;NME2;STMN1;RPTOR;VIM;ABI1;PI4KB;PBK;TOP2A;ZC3HC1;CHEK1;RB1;LMNB1;RANBP2;ARHGEF2;NCOA3;RPS6KB1;NCL;PYCR2	CDK1
αCD3_αCD2_5min	prerank	IKKB	0.5064312283027708	0.9682373081066854	0.544	1.0	1.0	4/8	32.49%	OPTN;PFKFB3;HTT;RELB	IKKB
αCD3_αCD2_5min	prerank	JNK1	0.40957011526439546	0.9652841967002853	0.5508771929824562	1.0	1.0	14/22	46.02%	LIMD1;WDR62;RPTOR;ATF2;AIMP1;EIF4ENIF1;NCOA3;CDC25C;ATN1;PXN;LAT;STAT3;CDC25B;CDKN1A	JNK1
αCD3_αCD2_5min	prerank	mTOR	-0.3813580731246348	-0.9642132527276778	0.49743589743589745	1.0	0.996	2/12	1.56%	ANKRD17;AKT1S1	mTOR
αCD3_αCD2_5min	prerank	PKACA	0.36453844990346485	0.9598649062103509	0.576235541535226	1.0	1.0	28/57	35.68%	PLCG1;TPR;PJA2;PRKAB1;AKAP13;DMTN;VASP;PDE4A;IQGAP2;KDM3A;PFKFB3;ARHGAP17;GSK3A;STMN1;RPTOR;URI1;VIM;MARK2;PLEC;ARHGDIA;MORC2;RB1;NCOA3;NF2;SIK3;PTPN7;GPR15;PDE3B	PKACA
αCD3_αCD2_5min	prerank	CDK7	0.5562067035925443	0.95653991812641	0.573549257759784	1.0	1.0	1/5	1.80%	POLR2A	CDK7
αCD3_αCD2_5min	prerank	Chk1	0.35415196161454376	0.9383081259292294	0.6038135593220338	1.0	1.0	24/57	32.32%	EML3;TICRR;ZNF395;MATR3;RBM14;SRRM2;MAP4;BAZ1A;MYCBP2;NUP153;MKI67;TLK1;MAP2K2;ANKRD12;MDC1;RACGAP1;CAAP1;GOLGA4;ZC3HC1;CHEK1;RB1;NCBP3;RANBP2;ARHGEF2	Chk1
αCD3_αCD2_5min	prerank	Akt1	0.3576066296695339	0.936528111167565	0.6063492063492063	1.0	1.0	21/53	29.20%	PLCG1;ACIN1;RPS6KA3;IWS1;TOPBP1;BRAF;KAT6A;AGAP2;RICTOR;PFKFB3;ADAR;PRKAA1;GSK3A;TBC1D1;VIM;EDC3;MDM2;METTL1;HNRNPA1;PDCD4;CHEK1	Akt1
αCD3_αCD2_5min	prerank	CK2A1	0.35878169979944347	0.9338079259424026	0.6256742179072277	1.0	1.0	6/49	5.82%	MYH9;CLIP1;RGS19;IL16;YWHAQ;HCLS1	CK2A1
αCD3_αCD2_5min	prerank	ULK1	0.5367010833746926	0.9098683174315656	0.6402266288951841	1.0	1.0	2/5	29.45%	RPTOR;SEC16A	ULK1
αCD3_αCD2_5min	prerank	NEK6	0.4964305917185303	0.9092009974057992	0.6466666666666666	1.0	1.0	2/7	15.67%	KIF20A;EML4	NEK6
αCD3_αCD2_5min	prerank	AMPKA1	0.36148207902485413	0.8768261231858542	0.6819708846584547	1.0	1.0	9/29	23.54%	MKNK1;PRKAB1;BRAF;SNX17;VASP;PFKFB3;PRKAA1;TBC1D1;RPTOR	AMPKA1
αCD3_αCD2_5min	prerank	ATM	-0.2435055279188884	-0.8640140203820992	0.8059701492537313	1.0	0.998	9/40	14.77%	EP300;MED1;PRPF19;TRIM28;GIT2;RIF1;DBN1;MLLT1;TOP2B	ATM
αCD3_αCD2_5min	prerank	GSK3B	0.3435507696353165	0.8601568120691292	0.7291196388261851	1.0	1.0	12/33	36.59%	ETS1;RICTOR;APC;MAPRE1;PRKAA1;RPTOR;NFKB2;MARK2;TOP2A;RELB;AKAP11;CLASP2	GSK3B
αCD3_αCD2_5min	prerank	PKCT	0.44992284014485395	0.8486897285831144	0.6967005076142132	1.0	1.0	2/8	9.27%	PPP1R12A;PRKCQ	PKCT
αCD3_αCD2_5min	prerank	EGFR	0.4752574289224492	0.8453192284920752	0.7311688311688311	1.0	1.0	1/6	0.82%	PLCG1	EGFR
αCD3_αCD2_5min	prerank	TBK1	0.44931866149994315	0.8322605341910213	0.7152230971128609	1.0	1.0	4/7	33.31%	OPTN;RPTOR;HTT;RPS6KB1	TBK1
αCD3_αCD2_5min	prerank	CAMK2A	-0.4000112861663798	-0.8263536238102802	0.6629213483146067	1.0	0.999	1/6	0.49%	CARD11	CAMK2A
αCD3_αCD2_5min	prerank	PAK1	0.3688068882129905	0.8170065672222527	0.7635705669481303	1.0	1.0	11/18	38.15%	LIMK1;BRAF;STMN1;VIM;PCBP1;ARHGDIA;MORC2;ARHGEF2;NF2;DYNLL1;RAF1	PAK1
αCD3_αCD2_5min	prerank	PAK2	-0.43112776258426855	-0.8163740954104922	0.6779661016949152	1.0	0.999	2/5	10.99%	PAK2;ABL1	PAK2
αCD3_αCD2_5min	prerank	Chk2	0.4121062479789179	0.8163098413751965	0.7509627727856226	1.0	1.0	1/10	2.63%	INCENP	Chk2
αCD3_αCD2_5min	prerank	ZAP70	0.4779572867487829	0.8092165919114844	0.7652173913043478	1.0	1.0	2/5	17.39%	DBNL;LCP2	ZAP70
αCD3_αCD2_5min	prerank	Abl	0.3494286626644431	0.8080089159719902	0.7763761467889908	1.0	1.0	9/21	32.81%	PLCG1;VAV1;PLEKHG2;RAPGEF1;ABI1;MDM2;RB1;NCOA3;NCK1	Abl
αCD3_αCD2_5min	prerank	ASK1	0.46660798982493623	0.8031868466127191	0.7688022284122563	1.0	1.0	3/5	46.02%	MAPRE1;MAPK14;CDKN1A	ASK1
αCD3_αCD2_5min	prerank	SGK1	0.39689385563937263	0.7872981449687525	0.7786259541984732	1.0	1.0	5/10	30.84%	MKNK1;RICTOR;MDM2;MAPK1;HTT	SGK1
αCD3_αCD2_5min	prerank	CDK9	0.41568752526115094	0.7843090226885506	0.7571059431524548	1.0	1.0	4/7	30.02%	POLR2A;NCOA2;MDM2;RB1	CDK9
αCD3_αCD2_5min	prerank	CDK5	0.3236213274121398	0.7698607139684185	0.8013856812933026	1.0	1.0	10/23	44.13%	AGAP2;KCNAB2;VIM;RB1;HTT;TLN1;RPS6KB1;CLASP2;PXN;STAT3	CDK5
αCD3_αCD2_5min	prerank	CDK2	0.28445170827954047	0.7697056256365774	0.8846153846153846	1.0	1.0	22/78	25.59%	ANKLE2;TICRR;AFDN;ZNF609;TOPBP1;CRTC2;PRRC2A;TERF2IP;SCML2;APC;KAT7;MKI67;GIGYF2;ZC3H11A;EIF4G1;SORBS3;STMN1;KCNAB2;UBE2O;ATF2;MDC1;LARP1	CDK2
αCD3_αCD2_5min	prerank	JAK2	0.3893735751845263	0.7542908441560868	0.8154838709677419	1.0	1.0	2/9	28.30%	MAPK3;MAPK1	JAK2
αCD3_αCD2_5min	prerank	ATR	-0.25583333333333336	-0.7508399176785514	0.8085106382978723	1.0	1.0	19/19	74.90%	BORA;MCM2;KMT2A;RPA2;DBF4;DCK;WDHD1;MCM3;HUWE1;PRKDC;SP1;USP28;PARP1;BLM;TP53BP1;PHF14;CHEK1;MDM2;MDC1	ATR
αCD3_αCD2_5min	prerank	AMPKA2	-0.337159890039901	-0.7416061409222444	0.7808219178082192	1.0	1.0	1/7	1.89%	PAK2	AMPKA2
αCD3_αCD2_5min	prerank	LYN	-0.2772904433800351	-0.7214920908956441	0.8390804597701149	0.9814326812428078	1.0	4/12	13.45%	TRIM28;PEAK1;ABL1;LAT2	LYN
αCD3_αCD2_5min	prerank	CDC7	0.4046442166303649	0.7191279682815561	0.855191256830601	1.0	1.0	2/6	33.55%	TOP2A;NCL	CDC7
αCD3_αCD2_5min	prerank	AurA	0.31735690391852167	0.6916486330744567	0.8929001203369434	1.0	1.0	3/16	20.67%	LIMK1;TACC3;WDR62	AurA
αCD3_αCD2_5min	prerank	RSK2	0.37317379602886397	0.6831688466462847	0.8783068783068783	1.0	1.0	2/7	23.38%	GSK3A;STMN1	RSK2
αCD3_αCD2_5min	prerank	PKG1	0.3578890711266681	0.6545735737311793	0.8980392156862745	1.0	1.0	2/7	23.38%	VASP;STMN1	PKG1
αCD3_αCD2_5min	prerank	MARK2	-0.33594098005938766	-0.652252800757022	0.8784722222222222	0.983639240506329	1.0	1/5	3.45%	RAB11FIP1	MARK2
αCD3_αCD2_5min	prerank	CDK6	0.35911862966510355	0.6496574441069726	0.9005602240896359	1.0	1.0	2/6	30.02%	PFKFB3;RB1	CDK6
αCD3_αCD2_5min	prerank	p70S6K	0.31147408810945076	0.6237897034737004	0.9302631578947368	1.0	1.0	5/10	33.31%	EIF4B;RICTOR;URI1;PDCD4;RPS6KB1	p70S6K
αCD3_αCD2_5min	prerank	CDK4	-0.3009068425391591	-0.6059345643908867	0.9377049180327869	0.9462658227848101	1.0	6/6	70.14%	RBL2;FOXO1;TSC2;CDKN1A;RBL1;RB1	CDK4
αCD3_αCD2_5min	prerank	Pim1	0.3209333998540469	0.596087060779374	0.9249658935879945	1.0	1.0	3/7	30.76%	CBX8;MDM2;CXCR4	Pim1
αCD3_αCD2_5min	prerank	PKCD	0.2551206383813209	0.5797007572432185	0.9526627218934911	1.0	1.0	6/19	30.76%	PRKCD;PTPN22;GSK3A;MARK2;ADAM17;CXCR4	PKCD
αCD3_αCD2_5min	prerank	FAK	0.30997150875602597	0.5638205396304449	0.9658002735978112	1.0	1.0	3/6	43.64%	ITGB7;PXN;LAT	FAK
αCD3_αCD2_5min	prerank	TAK1	0.28774174189842294	0.560858236452123	0.975	1.0	1.0	1/9	8.04%	EIF4B	TAK1
αCD3_αCD2_5min	prerank	GSK3A	0.27261809391516945	0.5518396852016186	0.9808673469387755	0.9909364951768488	1.0	3/11	20.43%	RICTOR;PRKAA1;GSK3A	GSK3A
αCD3_αCD2_5min	prerank	LKB1	0.26945741581469185	0.5119079096977244	0.9814323607427056	0.9877170418006431	1.0	3/8	33.39%	PRKAA1;MARK2;SIK3	LKB1
αCD3_αICOS_10min	prerank	Ret	0.8917937076506786	1.451901237435713	0.029850746268656716	1.0	0.638	3/5	0.74%	PDPK1;MAPK3;PLCG1	Ret
αCD3_αICOS_10min	prerank	PDK1	0.8137919007359233	1.4410475112252932	0.03247631935047361	0.7297284329718837	0.688	4/7	12.39%	PDPK1;RPS6KA1;PRKCD;MAP2K2	PDK1
αCD3_αICOS_10min	prerank	ERK1	0.5983252026487846	1.4025285064190771	0.024390243902439025	0.7847348836217467	0.832	21/47	26.91%	SP1;MAPK3;NUP214;SPHK2;NUP153;MKNK1;NUP50;MRTFA;CIC;ARHGEF2;HNRNPK;ETV6;LIMA1;MED14;STAT1;BAD;STMN1;EIF4G1;ABI1;CDCA5;EP300	ERK1
αCD3_αICOS_10min	prerank	CK1A	-0.688014661379402	-1.4015369122351289	0.13452914798206278	1.0	0.791	2/7	13.45%	SRPK2;CARD11	CK1A
αCD3_αICOS_10min	prerank	ERK2	0.5690104636108392	1.3651405768064913	0.026567481402763018	0.8872469052874005	0.931	23/54	27.89%	SP1;RPS6KA1;NUP214;RPS6KA3;ERF;SPHK2;NUP153;MKNK1;NUP50;MRTFA;CIC;ARHGEF2;HNRNPK;MAPK1;PTPN7;MED14;BAD;EIF4G1;ABI1;NDEL1;CDCA5;EP300;CEP55	ERK2
αCD3_αICOS_10min	prerank	DNAPK	0.7330058717993024	1.3430742715737078	0.08801020408163265	0.886603972747337	0.965	2/9	3.86%	POLR2A;PRKDC	DNAPK
αCD3_αICOS_10min	prerank	EGFR	0.7927028721350068	1.3232934083044452	0.08736559139784947	0.8854609815650023	0.981	2/6	3.86%	PLCG1;PRKDC	EGFR
αCD3_αICOS_10min	prerank	ULK1	-0.702308338626975	-1.3134560434842886	0.20146520146520147	0.9308840635905389	0.89	2/5	13.54%	SEC16A;RIPK1	ULK1
αCD3_αICOS_10min	prerank	CDK5	0.6129320223550093	1.305271932192896	0.07674684994272624	0.8962785766835282	0.99	4/23	6.64%	RB1;LMNA;EPRS1;AGAP2	CDK5
αCD3_αICOS_10min	prerank	Abl	0.6148126714978568	1.2879386992724913	0.1047180667433832	0.9125623740523943	0.993	9/21	25.10%	PLCG1;RB1;VAV1;JUNB;EMD;NCOA3;PDHA1;CRKL;ABI1	Abl
αCD3_αICOS_10min	prerank	FAK	0.7643468796833888	1.2731818223607545	0.12995896032831739	0.9166551159162233	0.997	2/6	6.56%	ITGB7;GIT1	FAK
αCD3_αICOS_10min	prerank	ASK1	0.8015094844595227	1.2709729762178672	0.11688311688311688	0.841384384096216	0.997	1/5	0.49%	PDPK1	ASK1
αCD3_αICOS_10min	prerank	MAPKAPK2	0.6031276157893675	1.2671869175813069	0.13481828839390386	0.7873975335351402	0.997	8/19	24.77%	PARN;RCSD1;MRTFA;CEP131;RBM7;PFKFB3;TRIM28;CDC25C	MAPKAPK2
αCD3_αICOS_10min	prerank	p90RSK	0.6209313897862629	1.2511345938012395	0.15012106537530268	0.8154527716469948	0.999	7/16	24.77%	VASP;EIF4B;CIC;REPS1;RPS6;BAD;CDC25C	p90RSK
αCD3_αICOS_10min	prerank	Akt3	0.7665335125537887	1.2358762063939945	0.1688125894134478	0.8400985190160892	1.0	2/5	14.77%	IWS1;ADAR	Akt3
αCD3_αICOS_10min	prerank	CDK7	0.7567863342370571	1.219236512345361	0.19146005509641872	0.878444852655581	1.0	2/5	4.84%	POLR2A;RB1	CDK7
αCD3_αICOS_10min	prerank	Src	0.5087917609242323	1.2142179483507534	0.15585774058577406	0.8475279617012655	1.0	19/55	22.64%	PDPK1;ITGB7;RPS6KA3;ARAF;LMNA;GIT1;HLA-B;BCLAF1;PRKCD;ARHGEF2;EMD;HNRNPK;ARHGEF7;ARHGAP35;PDHA1;MPZL1;ARHGAP5;RBM10;STAT1	Src
αCD3_αICOS_10min	prerank	PKCT	0.6778991846284852	1.200742793196146	0.2328042328042328	0.8665525141541119	1.0	3/8	5.00%	PDPK1;PPP1R12A;PRKCQ	PKCT
αCD3_αICOS_10min	prerank	PKCZ	0.6992872581316373	1.183985615723001	0.2452316076294278	0.9054002946538945	1.0	1/6	0.16%	SP1	PKCZ
αCD3_αICOS_10min	prerank	p70S6K	0.6325580450809966	1.172691071169631	0.24743589743589745	0.9152859077290514	1.0	6/10	17.88%	URI1;EPRS1;NCBP1;RICTOR;EIF4B;RPS6	p70S6K
αCD3_αICOS_10min	prerank	Cot	0.7193350277726384	1.162090345865184	0.25287356321839083	0.9177016045535584	1.0	3/5	23.38%	RPS6KA1;MAP2K2;EIF4G1	Cot
αCD3_αICOS_10min	prerank	PAK1	0.5547611223004653	1.1597414077755286	0.25821596244131456	0.8823713335252535	1.0	12/18	36.34%	GIT1;SPEN;ARHGEF2;BAD;STMN1;PCBP1;MAP3K1;MORC2;RAF1;PXN;VIM;ARHGDIA	PAK1
αCD3_αICOS_10min	prerank	Syk	0.661997018387172	1.1446811703826127	0.30434782608695654	0.909341333053069	1.0	3/7	22.64%	PLCG1;LCP2;STAT1	Syk
αCD3_αICOS_10min	prerank	SGK1	0.6158982105550505	1.1403207360154453	0.29591836734693877	0.8873443193086221	1.0	8/10	36.83%	MKNK1;RICTOR;MAPK1;NDRG1;HTT;MAP2K4;KMT2D;CARHSP1	SGK1
αCD3_αICOS_10min	prerank	PAK2	-0.6115073553478821	-1.1283628370557912	0.31785714285714284	1.0	0.973	1/5	0.90%	PAK2	PAK2
αCD3_αICOS_10min	prerank	CDK6	0.6717012355641871	1.1224828049351525	0.33739837398373984	0.9269875905536341	1.0	2/6	18.79%	RB1;PFKFB3	CDK6
αCD3_αICOS_10min	prerank	ATR	0.5450022917851565	1.120765734822852	0.3224679860302678	0.8962658200855111	1.0	2/19	3.86%	SP1;PRKDC	ATR
αCD3_αICOS_10min	prerank	Fyn	0.5574528709406459	1.1042040134290345	0.36097560975609755	0.9286088986981414	1.0	2/15	6.64%	RPS6KA3;AGAP2	Fyn
αCD3_αICOS_10min	prerank	PKACA	0.4503424535475092	1.0810804065269597	0.34973821989528797	0.9840164952918047	1.0	33/57	40.94%	PLCG1;URI1;RB1;VASP;EMD;TPR;NCOA3;PFKFB3;AKAP13;IQGAP2;PTPN7;BAD;STMN1;NDRG1;ATXN1;SIK3;PFKFB2;PLEC;MORC2;RAF1;H1-4;ADD1;GSK3A;VIM;ARHGDIA;PARP1;USP20;YWHAZ;PDE3B;LASP1;STIM1;ENSA;PRKAB1	PKACA
αCD3_αICOS_10min	prerank	RSK2	0.6210015994894061	1.0755269818835824	0.4089068825910931	0.9699550172313502	1.0	4/7	23.30%	CIC;RPS6;BAD;STMN1	RSK2
αCD3_αICOS_10min	prerank	PRKD1	0.5780230046064158	1.0716566518053692	0.3956043956043956	0.9495883997971131	1.0	4/10	29.94%	VASP;SPHK2;BAD;HDAC7	PRKD1
αCD3_αICOS_10min	prerank	CDK9	0.6159718502998666	1.0693654293727741	0.4361979166666667	0.9254533562313939	1.0	2/7	4.84%	POLR2A;RB1	CDK9
αCD3_αICOS_10min	prerank	P38B	0.6387715738645625	1.0693570434967354	0.4090909090909091	0.8946406294981287	1.0	1/6	26.91%	EP300	P38B
αCD3_αICOS_10min	prerank	PKCB iso2	0.6163818118647993	1.063029428546303	0.4192256341789052	0.8885258571144081	1.0	4/7	35.52%	PRKCB;LMNB1;EIF4G1;GSK3A	PKCB iso2
αCD3_αICOS_10min	prerank	PRKD2	0.650958417278605	1.0569033597898145	0.4228650137741047	0.8818221619806161	1.0	1/5	5.17%	VASP	PRKD2
αCD3_αICOS_10min	prerank	ROCK1	0.5793343121928894	1.0270553606772521	0.47320261437908495	0.9520597007402496	1.0	1/8	0.66%	PPP1R12A	ROCK1
