condition	Name	Term	ES	NES	pval	fdr	FWER p-val	Tag %	Gene %	Lead_genes	kinase
αCD3_5min	prerank	GSK3B	-0.3383878392283809	-0.9674808192056163	0.432258064516129	0.8680405583355281	0.999	10/33	12.39%	PRKAA1;H1-5;RFX1;ETS1;BORA;DPYSL2;HNRNPD;GFI1;NIFK;SPAG5	GSK3B
αCD3_5min	prerank	SGK1	-0.44832367222671965	-0.9673978638360017	0.5136186770428015	0.7717554794720978	0.999	1/10	0.66%	CARHSP1	SGK1
αCD3_5min	prerank	PKCE	0.5483637021748589	0.9607287931742337	0.5774456521739131	0.8921220938041796	1.0	5/8	41.10%	RAB5A;PRKD2;IQGAP1;GLS;BAD	PKCE
αCD3_5min	prerank	FAK	-0.5276032020671938	-0.9567905482326999	0.5337837837837838	0.7159652357124044	0.999	1/6	1.31%	SH3GL1	FAK
αCD3_5min	prerank	PAK2	-0.5599359590419987	-0.9566895305195743	0.5415282392026578	0.6509445255823977	0.999	1/5	1.07%	PAK2	PAK2
αCD3_5min	prerank	Akt1	0.3990410542060987	0.9559265096234731	0.5842696629213483	0.8826811585432275	1.0	11/53	13.13%	AGAP2;PLCG1;IWS1;ACIN1;RPS6KA3;BCL10;PFKFB3;HTT;EDC3;ADAR;EP300	Akt1
αCD3_5min	prerank	p90RSK	0.4733224975428633	0.953606435382714	0.5611325611325612	0.8672733971851855	1.0	4/16	7.55%	CIC;VASP;EIF4B;REPS1	p90RSK
αCD3_5min	prerank	PRKD1	0.5225365310989379	0.9517788379304813	0.5877551020408164	0.8509392835411643	1.0	5/10	28.96%	VASP;MARK2;PI4KB;OSBP;HDAC7	PRKD1
αCD3_5min	prerank	mTOR	-0.39858525704912445	-0.9209553247291841	0.569672131147541	0.6542796944956545	0.999	1/12	0.16%	SRRM1	mTOR
αCD3_5min	prerank	CK1D	0.5256609416682408	0.908393515481661	0.6488011283497884	0.9189558210247866	1.0	3/7	26.66%	NCOA3;TOP2B;PRKD2	CK1D
αCD3_5min	prerank	CDK2	0.363600800544383	0.9075523650470897	0.675054704595186	0.9003223204122754	1.0	26/78	22.64%	ZNF609;BCLAF1;CRTC2;MKI67;LIG3;SCML2;AFDN;HMGA1;MED1;RBL1;MRTFA;PRRC2A;LRCH3;TERF2IP;STMN1;GIGYF2;RBL2;TOPBP1;EIF4G1;RB1;MDC1;ZC3H11A;LARP1;CCDC6;SRSF9;THRAP3	CDK2
αCD3_5min	prerank	JNK1	-0.33153145446234056	-0.8805748925425817	0.7	0.6639087538745162	1.0	2/22	4.84%	EIF4ENIF1;SIRT1	JNK1
αCD3_5min	prerank	ROCK1	0.5073969081223987	0.8776037952002974	0.672627235213205	0.9341671158252229	1.0	1/8	0.33%	PPP1R12A	ROCK1
αCD3_5min	prerank	HIPK2	0.5442987891760417	0.8684815439409171	0.7093184979137691	0.9307690135276342	1.0	2/5	13.13%	HMGA1;EP300	HIPK2
αCD3_5min	prerank	CDK1	0.3179646794669386	0.8275991755984504	0.8248704663212435	0.9796305678079078	1.0	40/109	31.26%	EML3;SRRM2;MAPK3;PIK3C2A;MKI67;LIMD1;IL16;CDC27;NUP50;LIG3;STIM1;SCML2;HMGA1;EPB41;CDCA5;EP300;KIF20A;SEPTIN9;ARHGEF2;AHNAK;STMN1;GIGYF2;EIF4G1;RB1;TPR;ZC3H11A;NDEL1;NCOA3;IREB2;MPLKIP;TOP2B;PI4KB;TOP2A;PYCR2;RPS6KB1;NCL;VIM;INCENP;PPP1R13L;RPTOR	CDK1
αCD3_5min	prerank	ZAP70	0.5043692975416418	0.8223221030321805	0.7429906542056075	0.9684968228416504	1.0	2/5	25.02%	LCP2;DBNL	ZAP70
αCD3_5min	prerank	PKCT	0.4585081910780701	0.8108637844039114	0.7568306010928961	0.9666668327925934	1.0	2/8	4.51%	PPP1R12A;PRKCQ	PKCT
αCD3_5min	prerank	ATM	0.34442207486184173	0.8105466406321998	0.791907514450867	0.9484733346802312	1.0	10/40	26.91%	MATR3;MED1;PBRM1;TAOK3;EP300;TOPBP1;MDC1;CCDC6;TOP2B;USP28	ATM
αCD3_5min	prerank	IKKA	0.4798318781180605	0.7926395515276661	0.7784011220196353	0.9557250395246492	1.0	1/6	22.15%	NCOA3	IKKA
αCD3_5min	prerank	PKCB	0.46180723659992595	0.764425534989217	0.7964338781575037	0.9757619688654172	1.0	3/6	17.47%	EPB41;PRKCB;STMN1	PKCB
αCD3_5min	prerank	CDK9	-0.38155015175104345	-0.756814156632058	0.7593984962406015	0.7833026073215696	1.0	3/7	13.29%	SIRT1;BORA;POLR2A	CDK9
αCD3_5min	prerank	CDK7	0.46078886386081425	0.7347978051526807	0.8201133144475921	0.9930788012292714	1.0	2/5	19.69%	MED1;RB1	CDK7
αCD3_5min	prerank	AurB	0.3199142386563864	0.6956487303624475	0.913730255164034	1.0	1.0	11/29	30.76%	MKI67;CDCA5;KIF20A;AHNAK;RB1;NELFE;GBF1;RACGAP1;RBMX;VIM;INCENP	AurB
αCD3_5min	prerank	LYN	0.35204703998013653	0.6703712988183107	0.8965968586387435	1.0	1.0	1/12	2.71%	HCLS1	LYN
αCD3_5min	prerank	Chk2	0.3444862949042695	0.6282660072216588	0.9306666666666666	1.0	1.0	5/10	43.64%	RB1;INCENP;BLM;CDC25C;TRIM28	Chk2
αCD3_5min	prerank	ULK1	0.3912576282966838	0.6172385036798707	0.9409158050221565	1.0	1.0	2/5	31.26%	SEC16A;RPTOR	ULK1
αCD3_5min	prerank	TAK1	0.33445715699593204	0.6005164136206591	0.9416553595658074	1.0	1.0	6/9	39.87%	EIF4B;RBMX;HDAC7;HNRNPA2B1;GAPVD1;CDC25C	TAK1
αCD3_5min	prerank	JAK2	0.29505118965696164	0.5277570574945227	0.9748010610079576	1.0	1.0	3/9	25.76%	MAPK3;STAT1;MAPK1	JAK2
αCD3_5min	prerank	CDC7	0.3052683370545811	0.49701556581909895	0.9786628733997155	1.0	1.0	2/6	29.45%	TOP2A;NCL	CDC7
αCD3_5min	prerank	PAK1	0.23605444562173425	0.4848441220776452	0.9974811083123426	1.0	1.0	7/18	29.70%	ARHGEF2;NF2;STMN1;MORC2;ARHGDIA;RAF1;VIM	PAK1
αCD3_5min	prerank	DNAPK	0.26049106176577463	0.46008439328902667	0.994475138121547	0.9966788104719139	1.0	1/9	12.14%	MED1	DNAPK
αCD3_αCD226_10min	prerank	EGFR	-0.8317754327214276	-1.5179139543367886	0.06825938566552901	0.6072767364939361	0.587	2/6	4.92%	PTPN1;EPB41	EGFR
αCD3_αCD226_10min	prerank	Akt2	0.8062538940889729	1.3226326481043267	0.0787292817679558	1.0	0.966	5/6	17.80%	GAPDH;ADAR;EDC3;C2CD5;NF2	Akt2
αCD3_αCD226_10min	prerank	ATR	-0.5341449034958108	-1.315893199334655	0.09895833333333333	0.9585446527012128	0.923	4/19	11.40%	KMT2A;HUWE1;WDHD1;TP53BP1	ATR
αCD3_αCD226_10min	prerank	ERK1	0.5624382835242221	1.2947838823672555	0.07760532150776053	1.0	0.985	26/47	34.95%	MAPK3;NUP153;MED1;CRTC3;SORBS3;MRTFA;LIMA1;STMN1;NUP50;WASF2;GTF2I;RAB5A;MKNK1;ARHGEF2;EIF4G1;LAT;BAD;ABI1;SEC16A;PXN;RAF1;CDKN1A;TOP2A;EP300;RPTOR;STAT1	ERK1
αCD3_αCD226_10min	prerank	Fyn	0.6641867032050263	1.2891289815587799	0.12548015364916773	1.0	0.986	3/15	7.88%	BSG;RPS6KA3;AGAP2	Fyn
αCD3_αCD226_10min	prerank	AurA	0.6442378732182852	1.2540173695139398	0.15789473684210525	1.0	0.998	3/16	7.30%	TACC3;YY1;CETN2	AurA
αCD3_αCD226_10min	prerank	Ret	0.7965567601583148	1.2470967849294126	0.13983050847457626	1.0	0.999	1/5	3.53%	MAPK3	Ret
αCD3_αCD226_10min	prerank	ERK2	0.5260193308880216	1.2401980302052114	0.12638580931263857	1.0	1.0	23/54	27.97%	RPS6KA1;RGS19;RPS6KA3;NUP153;MED1;CRTC3;SORBS3;DMTN;ERF;MRTFA;NUP50;WASF2;GTF2I;PTPN7;MKNK1;NDEL1;STIM1;ARHGEF2;EIF4G1;CEP55;ADD1;BAD;ABI1	ERK2
αCD3_αCD226_10min	prerank	PKCD	0.6179623378260095	1.2387709738456343	0.15647921760391198	1.0	1.0	6/19	25.68%	GAPDH;GSK3A;MARK2;PTPN22;PRKCD;ADD1	PKCD
αCD3_αCD226_10min	prerank	PRKD2	0.7806900328648723	1.233121577540458	0.19400855920114124	1.0	1.0	3/5	17.97%	VASP;MARK2;HDAC7	PRKD2
αCD3_αCD226_10min	prerank	PKACA	0.5132262985825441	1.2141931406461801	0.13986784140969163	1.0	1.0	22/57	27.32%	AKAP13;VASP;PDE4A;GSK3A;CETN2;MARK2;EMD;DMTN;PFKFB3;STMN1;NF2;MARK3;PTPN7;STIM1;NCOA3;ATXN1;PFKFB2;RB1;ADD1;URI1;PJA2;BAD	PKACA
αCD3_αCD226_10min	prerank	MAPKAPK2	0.5985393554595247	1.2045649254082846	0.20833333333333334	1.0	1.0	7/19	17.88%	RCSD1;CEP131;TRIM28;PARN;PFKFB3;MRTFA;RBM7	MAPKAPK2
αCD3_αCD226_10min	prerank	Cot	0.7630893403480749	1.2018310939434873	0.20689655172413793	1.0	1.0	3/5	23.46%	RPS6KA1;MAP2K2;EIF4G1	Cot
αCD3_αCD226_10min	prerank	p70S6K	0.6677598557933473	1.2014774733725546	0.21668909825033647	1.0	1.0	3/10	9.02%	EIF4B;NCBP1;RICTOR	p70S6K
αCD3_αCD226_10min	prerank	PKCB iso2	0.7045859032805595	1.181638494066605	0.23841961852861035	1.0	1.0	3/7	23.46%	GSK3A;PRKCB;EIF4G1	PKCB iso2
αCD3_αCD226_10min	prerank	PKCB	0.7260903317357692	1.1814907158545944	0.254421768707483	1.0	1.0	4/6	15.67%	PRKAA1;GSK3A;PRKCB;STMN1	PKCB
αCD3_αCD226_10min	prerank	IKKA	0.7191775489980848	1.175354178469504	0.2612481857764877	1.0	1.0	3/6	21.90%	NFKB2;NCOR2;NCOA3	IKKA
αCD3_αCD226_10min	prerank	p90RSK	0.5986190899372815	1.173430533890377	0.2614795918367347	1.0	1.0	10/16	34.13%	EIF4B;VASP;TERF2IP;REPS1;CDC25B;BAD;CARHSP1;CDC25C;RPTOR;PDCD4	p90RSK
αCD3_αCD226_10min	prerank	NEK6	0.6982385863759311	1.1733147858755093	0.2561307901907357	0.9431536329867731	1.0	1/7	0.66%	BSG	NEK6
αCD3_αCD226_10min	prerank	LYN	0.6306607123204419	1.171072933288118	0.2558139534883721	0.9024557300367525	1.0	6/12	20.75%	HCLS1;YY1;TRIM28;GCSAM;NMT1;PEAK1	LYN
αCD3_αCD226_10min	prerank	PRKD1	0.6549246445057023	1.1649916384729073	0.26116373477672533	0.8872228181546414	1.0	6/10	28.88%	VASP;MARK2;HDAC7;OSBP;BAD;KAT7	PRKD1
αCD3_αCD226_10min	prerank	Akt3	0.7199852593220616	1.1380282894524254	0.3	0.9777614433678583	1.0	3/5	17.80%	IWS1;ADAR;NF2	Akt3
αCD3_αCD226_10min	prerank	AMPKA1	0.5176771989330153	1.127383091545836	0.2983490566037736	0.9828122762636627	1.0	16/29	33.88%	GAPDH;PRKAA1;VASP;PFKFB3;KLC1;ZNF692;MKNK1;STIM1;TBC1D1;PFKFB2;GAPVD1;NCL;SLC12A2;EP300;ACACA;RPTOR	AMPKA1
αCD3_αCD226_10min	prerank	Syk	0.680653282101619	1.1260656988677085	0.34084880636604775	0.9446040761777481	1.0	3/7	12.31%	LCP2;HCLS1;GCSAM	Syk
αCD3_αCD226_10min	prerank	IKKB	0.6507505099291386	1.1206457624703796	0.34800550206327374	0.9266883597960458	1.0	4/8	13.95%	OPTN;TMIGD2;PFKFB3;HTT	IKKB
αCD3_αCD226_10min	prerank	ROCK1	0.6466996233907565	1.1182443765223054	0.3586666666666667	0.8985967256932843	1.0	3/8	25.68%	PPP1R12A;ARHGAP35;ADD1	ROCK1
αCD3_αCD226_10min	prerank	Akt1	0.4730323258131895	1.1154839390047178	0.2962962962962963	0.8734580688272636	1.0	15/53	17.80%	HNRNPA1;IWS1;PRKAA1;GSK3A;ACIN1;RPS6KA3;AGAP2;RICTOR;TMIGD2;ADAR;PFKFB3;HTT;EDC3;KAT6A;NF2	Akt1
αCD3_αCD226_10min	prerank	TAK1	0.6243345418562157	1.103883794289387	0.33921302578018997	0.8877406255622092	1.0	6/9	30.27%	EIF4B;HDAC7;HNRNPA2B1;GAPVD1;RBMX;CDC25C	TAK1
αCD3_αCD226_10min	prerank	MARK2	0.6934883702573786	1.0963972829158193	0.3802612481857765	0.8837732486913911	1.0	3/5	23.38%	MARK2;HDAC7;ARHGEF2	MARK2
αCD3_αCD226_10min	prerank	CDK6	0.673178859113898	1.0929037589765498	0.3453038674033149	0.865834566369147	1.0	4/6	32.73%	PFKFB3;RBL2;RB1;CDKN1A	CDK6
αCD3_αCD226_10min	prerank	PKCZ	0.6786460281559548	1.0927572171394875	0.38095238095238093	0.8366245377144372	1.0	4/6	25.68%	MARK2;MARK3;NCOA3;ADD1	PKCZ
αCD3_αCD226_10min	prerank	PKCE	0.6336865585975555	1.0916574729031128	0.3717421124828532	0.8125225526227865	1.0	3/8	27.32%	GLS;RAB5A;BAD	PKCE
αCD3_αCD226_10min	prerank	CDK7	0.6952840634274653	1.0897520246025925	0.37212643678160917	0.7923940808122176	1.0	2/5	25.35%	MED1;RB1	CDK7
αCD3_αCD226_10min	prerank	ZAP70	0.6957298248364192	1.0878233729505884	0.3827683615819209	0.773454727697962	1.0	1/5	2.54%	LCP2	ZAP70
αCD3_αCD226_10min	prerank	Chk2	0.6000386341238717	1.0775695667990877	0.41005291005291006	0.7821583695289007	1.0	2/10	8.20%	INCENP;TRIM28	Chk2
αCD3_αCD226_10min	prerank	TBK1	0.650403667910536	1.0753168557141426	0.41935483870967744	0.7660285764823804	1.0	2/7	13.95%	OPTN;HTT	TBK1
αCD3_αCD226_10min	prerank	CDK4	0.663297365899301	1.0721623561318878	0.3905160390516039	0.7549157558111785	1.0	4/6	32.73%	RBL2;RBL1;RB1;CDKN1A	CDK4
αCD3_αCD226_10min	prerank	GSK3A	0.5731627877021951	1.0576767604061306	0.4129287598944591	0.7769462078182426	1.0	3/11	9.02%	PRKAA1;GSK3A;RICTOR	GSK3A
αCD3_αCD226_10min	prerank	CDK1	-0.30043583950499797	-1.056108117872772	0.21428571428571427	1.0	0.996	14/109	7.05%	RECQL4;LIG1;TOP2B;VGLL4;DTL;TMPO;UNG;PTPN1;TCOF1;EPB41;USP24;RANBP2;EEF2;VCPIP1	CDK1
αCD3_αCD226_10min	prerank	ATM	-0.3629375836541348	-1.051538765750428	0.37209302325581395	1.0	0.997	6/40	7.22%	ZEB1;TOP2B;HUWE1;DBN1;GIT2;RIF1	ATM
αCD3_αCD226_10min	prerank	CDK2	-0.31602890252534926	-1.0456155140426635	0.36363636363636365	0.94954796030871	0.997	12/78	7.38%	RECQL4;MCM4;ARID1A;LIG1;LARP1;CC2D1A;DTL;UNG;BAZ2A;EEF2;ANKRD17;ADD3	CDK2
αCD3_αCD226_10min	prerank	PDK1	0.6187918596054969	1.039829094783127	0.47203274215552526	0.8090797446293605	1.0	2/7	9.43%	RPS6KA1;MAP2K2	PDK1
αCD3_αCD226_10min	prerank	P38A	0.507308884537405	1.0288379623119521	0.4365175332527207	0.8175576344804543	1.0	9/21	37.00%	MRTFA;PTPN7;MKNK1;NCOA3;RB1;PXN;CDKN1A;STAT1;BAZ1B	P38A
αCD3_αCD226_10min	prerank	JNK2	0.6322683745998071	1.0284590759435788	0.4714881780250348	0.7974710221285564	1.0	5/6	37.00%	NFATC3;LIMD1;CDC25C;CDKN1A;BAZ1B	JNK2
αCD3_αCD226_10min	prerank	JNK1	0.49769515271629344	1.02312253801927	0.48533007334963324	0.7915369194787838	1.0	12/22	38.88%	EIF4ENIF1;LIMD1;NCOA3;LAT;CDC25B;AIMP1;CDC25C;PXN;CDKN1A;RPTOR;JUNB;YWHAZ	JNK1
αCD3_αCD226_10min	prerank	PKG1	0.6030383307470137	0.9949217274714195	0.5345557122708039	0.8434680922151687	1.0	3/7	17.15%	VASP;STMN1;GTF2I	PKG1
αCD3_αCD226_10min	prerank	PLK1	0.4496045981505642	0.990238159506022	0.5103448275862069	0.8347787695098086	1.0	7/33	11.32%	SVIL;YY1;BORA;CDC27;MAP2K2;OPTN;GTSE1	PLK1
αCD3_αCD226_10min	prerank	RSK2	0.5853740580933329	0.9823105410151	0.5423023578363384	0.833596220638855	1.0	3/7	27.32%	GSK3A;STMN1;BAD	RSK2
αCD3_αCD226_10min	prerank	PAK2	-0.573788145418515	-0.981629021717146	0.4728434504792332	0.9482910694597575	1.0	1/5	1.07%	PAK2	PAK2
αCD3_αCD226_10min	prerank	CDC7	0.6017735789683868	0.9786890034288699	0.5519662921348315	0.8230955562980288	1.0	3/6	33.06%	PSIP1;NCL;TOP2A	CDC7
αCD3_αCD226_10min	prerank	ASK1	0.6254386747878473	0.9781905410386355	0.5772113943028486	0.8062256375988417	1.0	2/5	32.73%	MAPRE1;CDKN1A	ASK1
αCD3_αCD226_10min	prerank	CK2A1	0.42365110622108265	0.976608510982319	0.541019955654102	0.7922703699937534	1.0	10/49	16.65%	HNRNPA1;HCLS1;RGS19;YY1;CETN2;CDC27;HTT;NCOR2;ABCF1;WASF2	CK2A1
αCD3_αCD226_10min	prerank	Src	0.4138293895154668	0.9728397661105722	0.544456641053787	0.7839057090658343	1.0	29/55	39.13%	GAPDH;ARAF;ITGB7;RPS6KA3;EMD;MAPRE1;ARHGEF7;ARHGAP35;GTF2I;RBM10;PRKCD;ARHGEF2;ARHGAP5;BCLAF1;THRAP3;ARHGDIA;SFPQ;PXN;RAF1;LASP1;ACLY;PAG1;STAT1;FUS;THOC5;CORO7;IQGAP1;PRKD2;GRK2	Src
αCD3_αCD226_10min	prerank	PKCA	0.4285867850385221	0.9651857361459751	0.571921749136939	0.7825279819579017	1.0	5/41	4.92%	SPN;PRKAA1;CD3G;VASP;GSK3A	PKCA
αCD3_αCD226_10min	prerank	mTOR	-0.4375363223454948	-0.9558154402357476	0.5061224489795918	0.8659316427783903	1.0	4/12	7.14%	LARP1;SRRM1;AKT1S1;ANKRD17	mTOR
αCD3_αCD226_10min	prerank	LKB1	0.5542618622484359	0.9558076197030407	0.5911602209944752	0.7855717763216211	1.0	3/8	19.52%	PRKAA1;MARK2;MARK3	LKB1
αCD3_αCD226_10min	prerank	P38B	0.5858161467230364	0.9493240834037963	0.5818431911966988	0.782319411961243	1.0	3/6	33.88%	CDC25B;EP300;RPTOR	P38B
αCD3_αCD226_10min	prerank	DNAPK	0.5377915771579576	0.9462356012008369	0.581081081081081	0.772816965075372	1.0	1/9	7.55%	MED1	DNAPK
αCD3_αCD226_10min	prerank	CK1D	-0.4756146039121472	-0.9367818837475461	0.5074074074074074	0.7954796030871003	1.0	1/7	1.72%	TOP2B	CK1D
αCD3_αCD226_10min	prerank	SGK1	0.5095123573517175	0.9189791778646237	0.6236702127659575	0.8082917833920173	1.0	4/10	28.63%	RICTOR;HTT;MKNK1;CARHSP1	SGK1
αCD3_αCD226_10min	prerank	Chk1	0.39021327123481614	0.9189760869583294	0.6379498364231189	0.7930409950261302	1.0	20/57	27.07%	MATR3;MYCBP2;NUP153;MED1;TRIM28;SRRM2;MAP2K2;GTF3C1;MKI67;GOLGA4;TICRR;RAVER1;ANKRD12;TLK1;CCDC6;ARHGEF2;RB1;HNRNPA2B1;ADD1;CDC25B	Chk1
αCD3_αCD226_10min	prerank	PKCI	0.5489632625504393	0.906905950038244	0.658774373259053	0.7991201692838846	1.0	5/7	35.85%	MARK2;MARK3;BAD;EP300;VIM	PKCI
αCD3_αCD226_10min	prerank	AMPKA2	-0.47657601938515837	-0.9062751779433283	0.53125	0.7626607864755605	1.0	3/7	11.40%	PAK2;PDHA1;TP53BP1	AMPKA2
αCD3_αCD226_10min	prerank	ULK1	0.5763133533679352	0.9014217053553003	0.6637931034482759	0.794153023722018	1.0	2/5	33.88%	SEC16A;RPTOR	ULK1
αCD3_αCD226_10min	prerank	CK1A	-0.466235804279537	-0.8971895413411946	0.5894736842105263	0.7031973539140022	1.0	2/7	11.16%	CARD11;SRPK2	CK1A
αCD3_αCD226_10min	prerank	CAMK2A	-0.480122000559778	-0.8669512760122474	0.5915492957746479	0.6879823594266814	1.0	3/6	10.34%	CARD11;ETS1;AKAP5	CAMK2A
αCD3_αCD226_10min	prerank	Abl	0.41047710420919514	0.8358781719719977	0.7367773677736777	0.879045749606224	1.0	7/21	32.90%	YY1;EMD;NCOA3;RB1;ABI1;PXN;LASP1	Abl
αCD3_αCD226_10min	prerank	GSK3B	0.3823085508866243	0.8343744922311848	0.7418181818181818	0.8655582323667504	1.0	6/33	11.65%	PRKAA1;BORA;MARK2;RICTOR;NFKB2;MAPRE1	GSK3B
αCD3_αCD226_10min	prerank	PKCT	0.4808116816068143	0.8226829118372039	0.75	0.8664320195398458	1.0	5/8	27.32%	PPP1R12A;PRKCQ;PTPN7;CBLB;BAD	PKCT
αCD3_αCD226_10min	prerank	FAK	0.5099351240648569	0.8158552774484653	0.7654320987654321	0.8612400686347239	1.0	3/6	31.34%	ITGB7;LAT;PXN	FAK
αCD3_αCD226_10min	prerank	JAK2	0.4548450770978456	0.7948723719758057	0.7553763440860215	0.8735315736719012	1.0	2/9	17.15%	MAPK3;GTF2I	JAK2
αCD3_αCD226_10min	prerank	Lck	0.42376601109814077	0.7813916125159455	0.7924281984334204	0.8750992753583499	1.0	2/11	8.29%	LCP2;PRKCQ	Lck
αCD3_αCD226_10min	prerank	AurB	0.33702661674845596	0.7250570297946181	0.8936416184971099	0.9223376049491825	1.0	4/29	14.77%	YY1;INCENP;MKI67;SEPTIN1	AurB
αCD3_αCD226_10min	prerank	Pim1	0.42787266930296597	0.7140314782936724	0.8403247631935047	0.9183555279779803	1.0	4/7	32.73%	MARK3;CBX8;BAD;CDKN1A	Pim1
αCD3_αCD226_10min	prerank	CDK9	0.4032770463499832	0.673562736640768	0.8901251738525731	0.9400121115937186	1.0	2/7	25.35%	BORA;RB1	CDK9
αCD3_αCD226_10min	prerank	CDK5	0.2826007921794183	0.5873417502818473	0.9769417475728155	0.9790845305713332	1.0	8/23	38.06%	AGAP2;HTT;RB1;ADD1;PXN;VIM;RPS6KB1;PARP1	CDK5
αCD3_αCD226_10min	prerank	HIPK2	-0.30230642504118616	-0.5221989604340566	0.9581881533101045	0.9855016538037487	1.0	5/5	69.98%	SIRT1;PML;HDAC3;EP300;HMGA1	HIPK2
αCD3_αCD226_10min	prerank	PAK1	0.25592824278010934	0.5114481815450865	0.9886792452830189	0.989041095890411	1.0	10/18	31.99%	STMN1;NF2;ARHGEF2;MAP3K1;BAD;PCBP1;MORC2;ARHGDIA;PXN;RAF1	PAK1
αCD3_αCD226_5min	prerank	HIPK2	-0.8843694865413969	-1.6718244295857385	0.006872852233676976	0.28113925712035703	0.281	2/5	1.89%	EP300;SIRT1	HIPK2
αCD3_αCD226_5min	prerank	EGFR	0.9053266824375265	1.5530504388091575	0.0027137042062415195	0.21557630413307416	0.182	1/6	0.74%	PLCG1	EGFR
αCD3_αCD226_5min	prerank	CK1A	-0.7141793485867534	-1.5276799290729448	0.07058823529411765	0.3835148969681061	0.608	2/7	1.97%	CARD11;SRPK2	CK1A
αCD3_αCD226_5min	prerank	Syk	0.8114536341005557	1.4243157999827318	0.03372243839169909	0.8707179503521238	0.75	3/7	6.32%	PLCG1;HCLS1;LCP2	Syk
αCD3_αCD226_5min	prerank	CDC7	-0.6940197410377865	-1.4086143779685818	0.12142857142857143	0.45754035962724765	0.81	1/6	3.69%	MCM2	CDC7
αCD3_αCD226_5min	prerank	MAPKAPK2	0.6491358719224868	1.4043915022602511	0.04065040650406504	0.7515375545712374	0.834	11/19	27.50%	LIMK1;RCSD1;CEP131;PARN;PFKFB3;TRIM28;MRTFA;MDM2;RBM7;NELFE;CDC25B	MAPKAPK2
αCD3_αCD226_5min	prerank	Ret	0.839243826569085	1.3704796960476808	0.0584958217270195	0.8270768936617698	0.913	2/5	3.20%	PLCG1;MAPK3	Ret
αCD3_αCD226_5min	prerank	CDK6	0.7844267639690432	1.3456600107718277	0.08831521739130435	0.8398011535642586	0.953	3/6	20.44%	PFKFB3;RBL2;RB1	CDK6
αCD3_αCD226_5min	prerank	JNK2	0.7958255553546338	1.3375616669206714	0.07651006711409396	0.7597750231031516	0.962	2/6	12.23%	LIMD1;BAZ1B	JNK2
αCD3_αCD226_5min	prerank	ERK2	0.5474347559651493	1.3196705806270788	0.05301455301455302	0.7694646897349169	0.977	21/53	25.62%	RPS6KA1;RGS19;NUP153;RPS6KA3;ERF;BRAF;NUP214;HELLS;MED1;DMTN;NUP50;CRTC3;STIM1;MKNK1;MRTFA;RPTOR;NDEL1;GTF2I;MAPK1;ARHGEF2;EIF4G1	ERK2
αCD3_αCD226_5min	prerank	ROCK1	0.7133601855195599	1.284202628008555	0.1294871794871795	0.9193540677480003	0.995	2/8	3.37%	PPP1R12A;LIMK1	ROCK1
αCD3_αCD226_5min	prerank	Lck	0.6605853744923891	1.28351217014198	0.14037267080745341	0.8218773567870156	0.995	2/11	6.32%	PRKCQ;LCP2	Lck
αCD3_αCD226_5min	prerank	CAMK2A	-0.6345479091228001	-1.2795543280448034	0.21785714285714286	0.5518440740254628	0.919	2/6	8.70%	CARD11;ETS1	CAMK2A
αCD3_αCD226_5min	prerank	ERK1	0.5327190583428201	1.265034532671661	0.0906183368869936	0.8569420987221567	0.997	17/46	25.62%	NUP153;MAPK3;BRAF;NUP214;MED1;NUP50;CRTC3;BAZ1B;MKNK1;MRTFA;LIMA1;RPTOR;GTF2I;STMN1;ARHGEF2;RAB5A;EIF4G1	ERK1
αCD3_αCD226_5min	prerank	TBK1	0.7000186123448358	1.250278012889195	0.166446499339498	0.8686147668971672	0.999	6/7	29.15%	LMO7;RPTOR;OPTN;TRIP12;HTT;RPS6KB1	TBK1
αCD3_αCD226_5min	prerank	Fyn	0.6157667485087116	1.2409758849739816	0.1635294117647059	0.8505624422421211	0.999	4/15	16.83%	RPS6KA3;FYB1;NMT1;AGAP2	Fyn
αCD3_αCD226_5min	prerank	Akt3	0.7508114689340797	1.2268681922686069	0.16853932584269662	0.8710415170375019	1.0	4/5	24.79%	BRAF;IWS1;ADAR;NF2	Akt3
αCD3_αCD226_5min	prerank	MARK2	0.7484442579366427	1.2238983799810446	0.18410041841004185	0.8265510977980307	1.0	3/5	24.71%	MARK2;HDAC7;ARHGEF2	MARK2
αCD3_αCD226_5min	prerank	PKCB	0.7126490506647665	1.2208754119598024	0.19618528610354224	0.7860998693476945	1.0	4/6	22.50%	GSK3A;PRKCB;PRKAA1;STMN1	PKCB
αCD3_αCD226_5min	prerank	Cot	0.7389165643129213	1.2127313863191005	0.19971671388101983	0.7787693986807304	1.0	3/5	25.62%	RPS6KA1;MAP2K2;EIF4G1	Cot
αCD3_αCD226_5min	prerank	Pim1	0.6934599210760104	1.2072286657367026	0.19973718791064388	0.7596822355977859	1.0	4/7	23.40%	CXCR4;CBX8;MDM2;MARK3	Pim1
αCD3_αCD226_5min	prerank	JAK2	0.6542949696215163	1.1965180489867393	0.22509702457956016	0.770816736241675	1.0	5/9	24.14%	MAPK3;ARHGEF1;PDHA1;GTF2I;MAPK1	JAK2
αCD3_αCD226_5min	prerank	Chk2	0.6316065715096923	1.1930571073480718	0.21419518377693283	0.7460213102463944	1.0	3/10	20.44%	INCENP;TRIM28;RB1	Chk2
