condition	Name	Term	ES	NES	pval	fdr	fwer	tag_pct	gene_pct	Lead_genes	go_id	term_label
αCD3_5min	prerank	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	0.47327412267042357	0.9574768207864245	0.5532734274711169	0.9603507754578927	1.0	5/17	18.13%	HIPK1;MED1;ADAR;TREX1;GIGYF2		GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
αCD3_5min	prerank	GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	0.436634127617466	0.9564907187155088	0.5575757575757576	0.9607274095607179	1.0	7/28	13.13%	PRKAB1;GAPDH;PFKFB3;AASDH;PANK2;TREX1;EP300		GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS
αCD3_5min	prerank	GOBP_SYNAPSE_ORGANIZATION	0.4143697847107325	0.9562320093389802	0.5674418604651162	0.9591639374754527	1.0	10/38	29.12%	CAMK1;ABI3;MYCBP2;EIF4G1;ERC1;DBNL;PUM2;RAF1;NF1;PPFIBP2		GOBP_SYNAPSE_ORGANIZATION
αCD3_5min	prerank	GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION	-0.4074183713117341	-0.9556162333044241	0.5104602510460251	0.8080756020090619	1.0	6/15	12.55%	RIF1;SIRT1;SMARCA5;KMT2A;BAZ2A;TNRC18		GOBP_CONSTITUTIVE_HETEROCHROMATIN_FORMATION
αCD3_5min	prerank	GOBP_DENDRITE_DEVELOPMENT	0.4539480888431377	0.9541931269029816	0.5618811881188119	0.9625571302910543	1.0	2/20	3.53%	CAMK1;ABI3		GOBP_DENDRITE_DEVELOPMENT
αCD3_5min	prerank	GOBP_MAINTENANCE_OF_LOCATION	0.4542640712300314	0.9532607793838315	0.5671100362756953	0.9628097874073316	1.0	2/21	5.50%	PLCG1;SYNE1		GOBP_MAINTENANCE_OF_LOCATION
αCD3_5min	prerank	GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	0.4720754929602529	0.9521386905481699	0.5635430038510911	0.9636727870429448	1.0	5/15	18.95%	CAMK4;BCL10;SASH3;TREX1;HLA-E		GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
αCD3_5min	prerank	GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	0.4765167888725254	0.9508728235559447	0.58625	0.9649203359049353	1.0	1/16	0.57%	PLCG1		GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL
αCD3_5min	prerank	GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	0.40053342876057874	0.9495201800851785	0.5707602339181287	0.9665144378353825	1.0	10/42	16.74%	SMARCD2;HCLS1;CAMK4;ACIN1;SASH3;PBRM1;EP300;AP3D1;JUNB;INPP5D		GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
αCD3_5min	prerank	GOBP_HEMOPOIESIS	0.36467754654173784	0.9477024905225544	0.6308654848800834	0.9692637776615204	1.0	38/127	27.32%	SPN;TPD52;SMARCD2;CNOT4;HCLS1;CAMK4;PTPN22;BCL11B;ACIN1;TMSB4X;HIPK1;PURB;CD3G;DMTN;SASH3;MED1;PBRM1;ADAR;TREX1;EP300;AP3D1;JUNB;INPP5D;GPATCH8;RB1;SIPA1L3;STAT1;SENP1;PLCL2;DOCK2;IREB2;ITPKB;TOP2B;RACGAP1;PPP3CB;IRF2BP2;NF1;TOP2A		GOBP_HEMOPOIESIS
αCD3_5min	prerank	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	-0.3591208045319545	-0.9476421984084276	0.532967032967033	0.8246710417633936	1.0	6/25	7.79%	HLA-H;PRKAA1;RIF1;SIRT1;MAP3K7;PTPN6		GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
αCD3_5min	prerank	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	-0.3110250613754009	-0.9464441772857966	0.5206611570247934	0.8196023579844417	1.0	14/48	16.65%	RBM15;RIF1;SIRT1;SMARCA5;BCORL1;IFI16;KMT2A;KDM2B;BAZ2A;TNRC18;MAX;H1-2;SPEN;EZH2		GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC
αCD3_5min	prerank	GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	0.43013432976416544	0.9457166209212506	0.566747572815534	0.9723930094146737	1.0	12/27	30.43%	GAPDH;TBC1D15;RIPOR2;RAPGEF1;RIPOR1;PIP5K1A;URI1;NDEL1;NF1;RALGAPA1;DOCK8;ARAP1		GOBP_REGULATION_OF_HYDROLASE_ACTIVITY
αCD3_5min	prerank	GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	0.42393492004488204	0.944636167125471	0.594047619047619	0.9732581521199373	1.0	5/29	13.37%	RAB3GAP1;MAPK3;PIK3C2A;HTT;OPTN		GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY
αCD3_5min	prerank	GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE	-0.3785408207064843	-0.9444927322765626	0.5194805194805194	0.8170676006426104	1.0	4/19	7.79%	NCOR1;VRK3;RGS14;PTPN6		GOBP_NEGATIVE_REGULATION_OF_MAPK_CASCADE
