leading_edge_list	kinase	overlap	lead_n	substrate_n	universe_n	fisher_p_two_sided	fdr_bh
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Ret	3	7	5	1219	1.1564627402055677e-06	0.000136462603344257
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	BRAF	2	7	3	1219	8.46307904480962e-05	0.0033288110909584505
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	MEK1	2	7	3	1219	8.46307904480962e-05	0.0033288110909584505
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PDK1	2	7	7	1219	0.0005859473225679096	0.017285446015753336
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ERK1	3	7	47	1219	0.0016884488957521074	0.03984739393974974
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PAK1	2	7	18	1219	0.004141832307720489	0.08145603538516961
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ITK	1	7	3	1219	0.01714248842927879	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	RAF1	1	7	3	1219	0.01714248842927879	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK1	3	7	109	1219	0.018648624547975137	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCA	2	7	41	1219	0.020831508490167416	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	LATS1	1	7	4	1219	0.022800385288649718	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PDGFRB	1	7	4	1219	0.022800385288649718	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ASK1	1	7	5	1219	0.028430341916616343	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Akt3	1	7	5	1219	0.028430341916616343	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Cot	1	7	5	1219	0.028430341916616343	0.22365202307738188
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Akt1	2	7	53	1219	0.03386059261155396	0.23368067695537825
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	EGFR	1	7	6	1219	0.03403247338826682	0.23368067695537825
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Src	2	7	55	1219	0.03628752362281891	0.23368067695537825
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKACA	2	7	57	1219	0.03878359985916512	0.23368067695537825
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Syk	1	7	7	1219	0.039606894399216656	0.23368067695537825
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCT	1	7	8	1219	0.045153719266547904	0.2537208987358406
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	JAK2	1	7	9	1219	0.05067306192974704	0.2717918776231887
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Abl	1	7	21	1219	0.11480252459772229	0.5889868653274448
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	AMPKA1	1	7	29	1219	0.15546081510937965	0.7643490076211167
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PLK1	1	7	33	1219	0.17518233189463847	0.8268606065426936
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ERK2	1	7	54	1219	0.2723752203633079	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Chk1	1	7	57	1219	0.28542369224256897	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ALK	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	AMPKA2	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	AMPKG2	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ATM	0	7	40	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ATR	0	7	19	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	AXL	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Akt2	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	AurA	0	7	16	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	AurB	0	7	29	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	BCR-ABL1	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	BRSK1 iso2	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	BRSK2	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Bcr	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Brk	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Btk	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CAMK1A	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CAMK2A	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CAMKK1	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDC7	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK2	0	7	78	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK4	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK5	0	7	23	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK6	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK7	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CDK9	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CK1A	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CK1D	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CK1E	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	CK2A1	0	7	49	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Chk2	0	7	10	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	DAPK3	0	7	4	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	DNAPK	0	7	9	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	DYRK1A	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	DYRK2	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ERK5	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	FAK	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Fer	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Fyn	0	7	15	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	GSK3A	0	7	11	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	GSK3B	0	7	33	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	HIPK2	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Hck	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	IKKA	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	IKKB	0	7	8	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	IKKE	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	JAK1	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	JAK3	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	JNK1	0	7	22	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	JNK2	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	LATS2	0	7	4	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	LKB1	0	7	8	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	LYN	0	7	12	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Lck	0	7	11	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	MAPKAPK2	0	7	19	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	MARK2	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	MELK	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	MLK3	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Met	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	NEK6	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	NLK	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	NuaK1	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	P38A	0	7	21	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	P38B	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PAK2	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PAK4	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCB	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCB iso2	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCD	0	7	19	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCE	0	7	8	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCG	0	7	4	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCI	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKCZ	0	7	6	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKG1	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PKM	0	7	4	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PLK3	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PRKD1	0	7	10	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	PRKD2	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Pim1	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	Pim2	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ROCK1	0	7	8	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ROCK2	0	7	3	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	RSK2	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	SGK1	0	7	10	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	TAK1	0	7	9	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	TBK1	0	7	7	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	TTK	0	7	4	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ULK1	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	ZAP70	0	7	5	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	mTOR	0	7	12	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	p70S6K	0	7	10	1219	1.0	1.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	p90RSK	0	7	16	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Ret	3	17	5	1219	2.2191445063870057e-05	0.002618590517536667
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PDK1	2	17	7	1219	0.00369178133555976	0.21781509879802585
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK1	5	17	109	1219	0.013472418978318043	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Fyn	2	17	15	1219	0.017284092406807033	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Src	3	17	55	1219	0.03771886725822797	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	BRAF	1	17	3	1219	0.04129023931845579	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CK1E	1	17	3	1219	0.04129023931845579	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ITK	1	17	3	1219	0.04129023931845579	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	MEK1	1	17	3	1219	0.04129023931845579	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PAK4	1	17	3	1219	0.04129023931845579	0.48722482395777833
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PDGFRB	1	17	4	1219	0.05469325406482605	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCG	1	17	4	1219	0.05469325406482605	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ASK1	1	17	5	1219	0.06791976820548283	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Cot	1	17	5	1219	0.06791976820548283	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	MARK2	1	17	5	1219	0.06791976820548283	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	GSK3B	2	17	33	1219	0.07503078626078921	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	EGFR	1	17	6	1219	0.08097196255515889	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CK1A	1	17	7	1219	0.09385199275842546	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CK1D	1	17	7	1219	0.09385199275842546	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	NEK6	1	17	7	1219	0.09385199275842546	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Syk	1	17	7	1219	0.09385199275842546	0.5273588164521049
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCT	1	17	8	1219	0.10656198955966865	0.560264932399412
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCA	2	17	41	1219	0.10920418173886845	0.560264932399412
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	JAK2	1	17	9	1219	0.11910405907039172	0.5621711588122489
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	TAK1	1	17	9	1219	0.11910405907039172	0.5621711588122489
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	SGK1	1	17	10	1219	0.13148028303386552	0.565191361742801
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	p70S6K	1	17	10	1219	0.13148028303386552	0.565191361742801
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ERK1	2	17	47	1219	0.1371522275827558	0.565191361742801
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	GSK3A	1	17	11	1219	0.1436927190871528	0.565191361742801
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Lck	1	17	11	1219	0.1436927190871528	0.565191361742801
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Akt1	2	17	53	1219	0.16659281645476606	0.632836506113674
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ERK2	2	17	54	1219	0.1716166796240472	0.632836506113674
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Chk1	2	17	57	1219	0.18685507644373683	0.6484970300106161
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKACA	2	17	57	1219	0.18685507644373683	0.6484970300106161
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	AurA	1	17	16	1219	0.20236844303466	0.682270750802568
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PAK1	1	17	18	1219	0.22476160785317725	0.7367186035187476
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Abl	1	17	21	1219	0.25724470047062653	0.8204020177171333
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PLK1	1	17	33	1219	0.374804170956166	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CK2A1	1	17	49	1219	0.5044944298721774	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ALK	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	AMPKA1	0	17	29	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	AMPKA2	0	17	7	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	AMPKG2	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ATM	0	17	40	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ATR	0	17	19	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	AXL	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Akt2	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Akt3	0	17	5	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	AurB	0	17	29	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	BCR-ABL1	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	BRSK1 iso2	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	BRSK2	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Bcr	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Brk	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Btk	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CAMK1A	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CAMK2A	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CAMKK1	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDC7	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK2	1	17	78	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK4	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK5	0	17	23	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK6	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK7	0	17	5	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	CDK9	0	17	7	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Chk2	0	17	10	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	DAPK3	0	17	4	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	DNAPK	0	17	9	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	DYRK1A	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	DYRK2	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	ERK5	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	FAK	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Fer	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	HIPK2	0	17	5	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Hck	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	IKKA	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	IKKB	0	17	8	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	IKKE	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	JAK1	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	JAK3	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	JNK1	0	17	22	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	JNK2	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	LATS1	0	17	4	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	LATS2	0	17	4	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	LKB1	0	17	8	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	LYN	0	17	12	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	MAPKAPK2	0	17	19	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	MELK	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	MLK3	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	Met	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	NLK	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	NuaK1	0	17	3	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	P38A	0	17	21	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	P38B	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PAK2	0	17	5	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCB	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCB iso2	0	17	7	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCD	0	17	19	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCE	0	17	8	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCI	0	17	7	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKCZ	0	17	6	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKG1	0	17	7	1219	1.0	1.0
αCD3_10min__GOBP_POSITIVE_REGULATION_OF_LOCOMOTION.txt	PKM	0	17	4	1219	1.0	1.0
