leading_edge_list	kinase	overlap	lead_n	substrate_n	universe_n	fisher_p_two_sided	fdr_bh
αCD3_10min__GO_0000184.txt	FAK	0	4	6	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Fer	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Fyn	0	4	15	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	GSK3A	0	4	11	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	GSK3B	0	4	33	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	HIPK2	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Hck	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	IKKA	0	4	6	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	IKKB	0	4	8	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	IKKE	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	ITK	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	JAK1	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	JAK2	0	4	9	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	JAK3	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	JNK1	0	4	22	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	JNK2	0	4	6	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	LATS1	0	4	4	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	LATS2	0	4	4	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	LKB1	0	4	8	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	LYN	0	4	12	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Lck	0	4	11	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	MAPKAPK2	0	4	19	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	MARK2	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	MEK1	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	MELK	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	MLK3	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Met	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	NEK6	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	NLK	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	NuaK1	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	P38A	0	4	21	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	P38B	0	4	6	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PAK1	0	4	18	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PAK2	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PAK4	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PDGFRB	0	4	4	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PDK1	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKACA	0	4	57	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCA	0	4	41	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCB	0	4	6	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCB iso2	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCD	0	4	19	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCE	0	4	8	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCG	0	4	4	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCI	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCT	0	4	8	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKCZ	0	4	6	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKG1	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PKM	0	4	4	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PLK1	0	4	33	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PLK3	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PRKD1	0	4	10	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	PRKD2	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Pim1	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Pim2	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	RAF1	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	ROCK1	0	4	8	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	ROCK2	0	4	3	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	RSK2	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Ret	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	SGK1	0	4	10	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Src	0	4	55	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	Syk	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	TAK1	0	4	9	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	TBK1	0	4	7	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	TTK	0	4	4	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	ULK1	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	ZAP70	0	4	5	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	mTOR	0	4	12	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	p70S6K	0	4	10	1219	1.0	1.0
αCD3_10min__GO_0000184.txt	p90RSK	0	4	16	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CK1E	1	6	3	1219	0.014705651623731551	0.5713397975500565
αCD3_10min__GO_0032869.txt	ASK1	1	6	5	1219	0.024408944325211606	0.5713397975500565
αCD3_10min__GO_0032869.txt	Ret	1	6	5	1219	0.024408944325211606	0.5713397975500565
αCD3_10min__GO_0032869.txt	EGFR	1	6	6	1219	0.029230646412566407	0.5713397975500565
αCD3_10min__GO_0032869.txt	CK1A	1	6	7	1219	0.03403247338826682	0.5713397975500565
αCD3_10min__GO_0032869.txt	CK1D	1	6	7	1219	0.03403247338826682	0.5713397975500565
αCD3_10min__GO_0032869.txt	PDK1	1	6	7	1219	0.03403247338826682	0.5713397975500565
αCD3_10min__GO_0032869.txt	PKCT	1	6	8	1219	0.03881449084674075	0.5713397975500565
αCD3_10min__GO_0032869.txt	DNAPK	1	6	9	1219	0.04357676421991956	0.5713397975500565
αCD3_10min__GO_0032869.txt	ATR	1	6	19	1219	0.09012785263741964	1.0
αCD3_10min__GO_0032869.txt	CDK1	2	6	109	1219	0.09365663272948929	1.0
αCD3_10min__GO_0032869.txt	AurB	1	6	29	1219	0.13477531142540322	1.0
αCD3_10min__GO_0032869.txt	GSK3B	1	6	33	1219	0.15211539710864105	1.0
αCD3_10min__GO_0032869.txt	PLK1	1	6	33	1219	0.15211539710864105	1.0
αCD3_10min__GO_0032869.txt	ATM	1	6	40	1219	0.18176371999326726	1.0
αCD3_10min__GO_0032869.txt	Src	1	6	55	1219	0.24239583030102352	1.0
αCD3_10min__GO_0032869.txt	CDK2	1	6	78	1219	0.3280682447094313	1.0
αCD3_10min__GO_0032869.txt	ALK	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	AMPKA1	0	6	29	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	AMPKA2	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	AMPKG2	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	AXL	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Abl	0	6	21	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Akt1	0	6	53	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Akt2	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Akt3	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	AurA	0	6	16	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	BCR-ABL1	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	BRAF	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	BRSK1 iso2	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	BRSK2	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Bcr	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Brk	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Btk	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CAMK1A	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CAMK2A	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CAMKK1	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CDC7	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CDK4	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CDK5	0	6	23	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CDK6	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CDK7	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CDK9	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	CK2A1	0	6	49	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Chk1	0	6	57	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Chk2	0	6	10	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Cot	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	DAPK3	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	DYRK1A	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	DYRK2	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ERK1	0	6	47	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ERK2	0	6	54	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ERK5	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	FAK	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Fer	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Fyn	0	6	15	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	GSK3A	0	6	11	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	HIPK2	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Hck	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	IKKA	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	IKKB	0	6	8	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	IKKE	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ITK	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	JAK1	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	JAK2	0	6	9	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	JAK3	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	JNK1	0	6	22	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	JNK2	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	LATS1	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	LATS2	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	LKB1	0	6	8	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	LYN	0	6	12	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Lck	0	6	11	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	MAPKAPK2	0	6	19	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	MARK2	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	MEK1	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	MELK	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	MLK3	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Met	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	NEK6	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	NLK	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	NuaK1	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	P38A	0	6	21	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	P38B	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PAK1	0	6	18	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PAK2	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PAK4	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PDGFRB	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKACA	0	6	57	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCA	0	6	41	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCB	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCB iso2	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCD	0	6	19	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCE	0	6	8	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCG	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCI	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKCZ	0	6	6	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKG1	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PKM	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PLK3	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PRKD1	0	6	10	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	PRKD2	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Pim1	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Pim2	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	RAF1	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ROCK1	0	6	8	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ROCK2	0	6	3	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	RSK2	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	SGK1	0	6	10	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	Syk	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	TAK1	0	6	9	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	TBK1	0	6	7	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	TTK	0	6	4	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ULK1	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	ZAP70	0	6	5	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	mTOR	0	6	12	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	p70S6K	0	6	10	1219	1.0	1.0
αCD3_10min__GO_0032869.txt	p90RSK	0	6	16	1219	1.0	1.0
αCD3_10min__nan.txt	ATM	2	3	40	1219	0.003086448766881367	0.3642009544920013
αCD3_10min__nan.txt	Chk1	2	3	57	1219	0.006255286954745909	0.3690619303300086
αCD3_10min__nan.txt	Cot	1	3	5	1219	0.012264790314789512	0.48241508571505415
αCD3_10min__nan.txt	p90RSK	1	3	16	1219	0.03889346491675193	1.0
αCD3_10min__nan.txt	ATR	1	3	19	1219	0.04607182751028922	1.0
αCD3_10min__nan.txt	AurB	1	3	29	1219	0.06974141958028289	1.0
αCD3_10min__nan.txt	Akt1	1	3	53	1219	0.12494392550174023	1.0
αCD3_10min__nan.txt	CDK2	1	3	78	1219	0.18007779570936072	1.0
αCD3_10min__nan.txt	CDK1	1	3	109	1219	0.24516381121786424	1.0
αCD3_10min__nan.txt	ALK	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	AMPKA1	0	3	29	1219	1.0	1.0
αCD3_10min__nan.txt	AMPKA2	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	AMPKG2	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	ASK1	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	AXL	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	Abl	0	3	21	1219	1.0	1.0
αCD3_10min__nan.txt	Akt2	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	Akt3	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	AurA	0	3	16	1219	1.0	1.0
αCD3_10min__nan.txt	BCR-ABL1	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	BRAF	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	BRSK1 iso2	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	BRSK2	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	Bcr	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	Brk	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	Btk	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	CAMK1A	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	CAMK2A	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	CAMKK1	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	CDC7	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	CDK4	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	CDK5	0	3	23	1219	1.0	1.0
αCD3_10min__nan.txt	CDK6	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	CDK7	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	CDK9	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	CK1A	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	CK1D	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	CK1E	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	CK2A1	0	3	49	1219	1.0	1.0
αCD3_10min__nan.txt	Chk2	0	3	10	1219	1.0	1.0
αCD3_10min__nan.txt	DAPK3	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	DNAPK	0	3	9	1219	1.0	1.0
αCD3_10min__nan.txt	DYRK1A	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	DYRK2	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	EGFR	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	ERK1	0	3	47	1219	1.0	1.0
αCD3_10min__nan.txt	ERK2	0	3	54	1219	1.0	1.0
αCD3_10min__nan.txt	ERK5	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	FAK	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	Fer	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	Fyn	0	3	15	1219	1.0	1.0
αCD3_10min__nan.txt	GSK3A	0	3	11	1219	1.0	1.0
αCD3_10min__nan.txt	GSK3B	0	3	33	1219	1.0	1.0
αCD3_10min__nan.txt	HIPK2	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	Hck	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	IKKA	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	IKKB	0	3	8	1219	1.0	1.0
αCD3_10min__nan.txt	IKKE	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	ITK	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	JAK1	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	JAK2	0	3	9	1219	1.0	1.0
αCD3_10min__nan.txt	JAK3	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	JNK1	0	3	22	1219	1.0	1.0
αCD3_10min__nan.txt	JNK2	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	LATS1	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	LATS2	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	LKB1	0	3	8	1219	1.0	1.0
αCD3_10min__nan.txt	LYN	0	3	12	1219	1.0	1.0
αCD3_10min__nan.txt	Lck	0	3	11	1219	1.0	1.0
αCD3_10min__nan.txt	MAPKAPK2	0	3	19	1219	1.0	1.0
αCD3_10min__nan.txt	MARK2	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	MEK1	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	MELK	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	MLK3	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	Met	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	NEK6	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	NLK	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	NuaK1	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	P38A	0	3	21	1219	1.0	1.0
αCD3_10min__nan.txt	P38B	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	PAK1	0	3	18	1219	1.0	1.0
αCD3_10min__nan.txt	PAK2	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	PAK4	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	PDGFRB	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	PDK1	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	PKACA	0	3	57	1219	1.0	1.0
αCD3_10min__nan.txt	PKCA	0	3	41	1219	1.0	1.0
αCD3_10min__nan.txt	PKCB	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	PKCB iso2	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	PKCD	0	3	19	1219	1.0	1.0
αCD3_10min__nan.txt	PKCE	0	3	8	1219	1.0	1.0
αCD3_10min__nan.txt	PKCG	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	PKCI	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	PKCT	0	3	8	1219	1.0	1.0
αCD3_10min__nan.txt	PKCZ	0	3	6	1219	1.0	1.0
αCD3_10min__nan.txt	PKG1	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	PKM	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	PLK1	0	3	33	1219	1.0	1.0
αCD3_10min__nan.txt	PLK3	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	PRKD1	0	3	10	1219	1.0	1.0
αCD3_10min__nan.txt	PRKD2	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	Pim1	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	Pim2	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	RAF1	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	ROCK1	0	3	8	1219	1.0	1.0
αCD3_10min__nan.txt	ROCK2	0	3	3	1219	1.0	1.0
αCD3_10min__nan.txt	RSK2	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	Ret	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	SGK1	0	3	10	1219	1.0	1.0
αCD3_10min__nan.txt	Src	0	3	55	1219	1.0	1.0
αCD3_10min__nan.txt	Syk	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	TAK1	0	3	9	1219	1.0	1.0
αCD3_10min__nan.txt	TBK1	0	3	7	1219	1.0	1.0
αCD3_10min__nan.txt	TTK	0	3	4	1219	1.0	1.0
αCD3_10min__nan.txt	ULK1	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	ZAP70	0	3	5	1219	1.0	1.0
αCD3_10min__nan.txt	mTOR	0	3	12	1219	1.0	1.0
αCD3_10min__nan.txt	p70S6K	0	3	10	1219	1.0	1.0
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	MEK1	2	43	3	1219	0.003567161086981044	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PRKD1	3	43	10	1219	0.004130883161119604	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	Cot	2	43	5	1219	0.011364198722182299	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PAK2	2	43	5	1219	0.011364198722182299	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PRKD2	2	43	5	1219	0.011364198722182299	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	Ret	2	43	5	1219	0.011364198722182299	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PKCA	5	43	41	1219	0.012549909854420838	0.21155562326023697
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	ERK1	5	43	47	1219	0.021946508383336893	0.2865767649045584
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PKCI	2	43	7	1219	0.022813262067639464	0.2865767649045584
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	CK2A1	5	43	49	1219	0.02588946742426575	0.2865767649045584
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PKCD	3	43	19	1219	0.026714783169069004	0.2865767649045584
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	JAK2	2	43	9	1219	0.03739326753462486	0.34193998392365416
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	ERK2	5	43	54	1219	0.03767135416108054	0.34193998392365416
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	SGK1	2	43	10	1219	0.04570886362800117	0.35912656257846853
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	PKACA	5	43	57	1219	0.04611669321437833	0.35912656257846853
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	CDK1	8	43	109	1219	0.048695127129283866	0.35912656257846853
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	ALK	1	43	3	1219	0.10221630630553778	0.5724284258266663
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	BRAF	1	43	3	1219	0.10221630630553778	0.5724284258266663
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	CAMKK1	1	43	3	1219	0.10221630630553778	0.5724284258266663
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	Hck	1	43	3	1219	0.10221630630553778	0.5724284258266663
αCD3_5min__GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION.txt	IKKE	1	43	3	1219	0.10221630630553778	0.5724284258266663
